zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning,neighborhood_avg_amount
10972094,Los Angeles,Los Angeles,3,4,3,2197,7545,34.307057,-118.41608899999999,1962,285678,96368,1,0,2,4,1,52024,279714.6666666667
10972429,Los Angeles,Los Angeles,3,3,3,1260,153170,34.3054,-118.432,1985,191878,96368,1,1,2,7,1,52024,221605.25
10972690,Los Angeles,Los Angeles,2,3,2,1232,7082,34.304337,-118.42680800000001,1957,312928,96366,1,0,2,4,0,52024,312220.3333333333
10972909,Los Angeles,Los Angeles,2,3,2,1248,6620,34.300979999999996,-118.42558799999999,1946,205694,96366,1,1,2,7,0,52024,270358.75
10978227,Los Angeles,Los Angeles,2,4,2,1831,6332,34.281579,-118.42687099999999,1956,47278,96366,1,0,7,7,0,52024,53703.5
10978442,Los Angeles,Los Angeles,2,4,2,1482,7559,34.276396999999996,-118.424062,1953,378000,96361,1,0,7,7,0,52024,257213.0
10978878,Los Angeles,Los Angeles,3,4,3,1822,7800,34.283527,-118.421695,1947,178265,96366,1,0,7,7,0,52024,146142.5
10980298,Los Angeles,Los Angeles,1,3,1,1025,3689,34.284299,-118.411076,1945,322000,96361,1,0,7,7,0,52024,186857.0
10980421,Los Angeles,Los Angeles,2,4,2,1744,6330,34.283619,-118.40906899999999,1957,196003,96361,1,1,2,7,0,52024,216168.2
10980536,Los Angeles,Los Angeles,2,3,2,1334,7504,34.281333000000004,-118.41083400000001,1961,43953,96361,1,0,2,7,0,52024,168958.2857142857
10981482,Los Angeles,Los Angeles,2,3,2,1844,39949,34.275161,-118.36531599999999,1954,420086,96368,1,0,7,7,0,52024,280056.5
10981505,Los Angeles,Los Angeles,2,3,2,1579,20171,34.278057000000004,-118.367622,1962,256109,96368,1,0,2,4,1,52024,250489.6
10981841,Los Angeles,Los Angeles,2,2,2,1821,9749,34.278468,-118.37978100000001,1948,148409,96368,1,0,2,7,0,52024,276893.8333333333
10981902,Los Angeles,Los Angeles,3,2,3,922,77497,34.2768,-118.37899999999999,1989,218847,96368,1,1,2,4,0,52024,216810.14285714287
10982048,Los Angeles,Los Angeles,2,2,2,1130,48469,34.275,-118.376,1987,102961,96368,1,1,2,4,0,52024,147344.25
10982586,Los Angeles,Los Angeles,3,3,3,1600,9342,34.281228000000006,-118.380927,1985,175614,96368,1,1,2,4,0,52024,285329.28571428574
10982676,Los Angeles,Los Angeles,2,3,2,1254,7499,34.281044,-118.393878,1965,55638,96368,1,0,2,7,0,52024,205929.2857142857
10982722,Los Angeles,Los Angeles,2,4,2,1428,7500,34.284127000000005,-118.39384799999999,1983,420000,96368,1,0,2,7,0,52024,248866.8
10983181,Los Angeles,Los Angeles,2,3,2,1452,7548,34.280196999999994,-118.39501000000001,1961,244691,96368,1,1,2,7,1,52024,210128.42857142858
10983304,Los Angeles,Los Angeles,2,3,2,1207,7588,34.285281,-118.39824499999999,1967,136167,96368,1,0,2,7,0,52024,302097.8
10983427,Los Angeles,Los Angeles,2,4,2,1333,7626,34.282369,-118.39424,1964,342870,96368,1,0,2,7,1,52024,226074.22222222222
10983527,Los Angeles,Los Angeles,2,3,2,1242,7520,34.284949,-118.39271799999999,1965,154459,96368,1,0,2,7,0,52024,313993.8333333333
10983550,Los Angeles,Los Angeles,2,3,2,1780,7476,34.284801,-118.386067,1967,233267,96368,1,1,2,7,0,52024,375959.0
10983673,Los Angeles,Los Angeles,3,3,3,2040,6720,34.284667999999996,-118.388893,1990,454000,96368,1,1,2,4,0,52024,350607.71428571426
10983780,Los Angeles,Los Angeles,3,5,3,1533,9547,34.27975,-118.405999,1953,286660,96361,1,1,2,7,0,52024,182645.0
10983826,Los Angeles,Los Angeles,2,3,2,1630,5117,34.278755,-118.40776699999999,1987,178350,96361,1,1,2,7,0,52024,142598.0
10983926,Los Angeles,Los Angeles,2,3,2,886,212098,34.2775,-118.40799999999999,1989,142187,96361,1,1,2,7,0,52024,129562.66666666667
10983949,Los Angeles,Los Angeles,2,3,2,932,8524,34.275465999999994,-118.40513100000001,1970,45638,96361,1,0,2,7,0,52024,192770.2
10984178,Los Angeles,Los Angeles,3,3,3,1903,172012,34.278271000000004,-118.399945,1987,197208,96361,1,1,2,4,0,52024,263891.25
10984654,Los Angeles,Los Angeles,2,3,2,1106,7776,34.275211999999996,-118.400341,1957,398000,96361,1,1,2,7,0,52024,250289.0
10984890,Los Angeles,Los Angeles,1,3,1,1060,6556,34.277708000000004,-118.417188,1950,45586,96361,1,0,7,7,0,52024,155047.2
10984990,Los Angeles,Los Angeles,2,4,2,1498,6169,34.275836,-118.415497,1952,297135,96361,1,0,7,7,0,52024,159658.0
10985412,Los Angeles,Los Angeles,2,3,2,1167,2062,34.2769,-118.414,1990,128545,96361,1,1,2,7,0,52024,153175.75
10985747,Los Angeles,Los Angeles,2,3,2,1132,6000,34.271634999999996,-118.41482099999999,1927,279062,96361,1,0,7,7,0,52024,228160.0
10985869,Los Angeles,Los Angeles,3,3,3,1422,6646,34.270157,-118.421604,1930,57667,96361,1,0,7,7,0,52024,137660.55555555556
10986037,Los Angeles,Los Angeles,1,2,1,1052,7101,34.2677,-118.420371,1922,44616,96361,1,0,7,7,0,52024,168094.5
10986304,Los Angeles,Los Angeles,1,3,1,1410,8100,34.27133,-118.41076000000001,1942,282175,96361,1,0,7,7,0,52024,225568.66666666666
10986619,Los Angeles,Los Angeles,1,1,1,642,170370,34.2744,-118.41,1988,85278,96361,1,1,2,7,1,52024,159269.72727272726
10987070,Los Angeles,Los Angeles,1,2,1,974,40971,34.2601,-118.402,1986,124720,96361,1,1,2,7,0,52024,312648.25
10987184,Los Angeles,Los Angeles,3,2,3,1107,288108,34.26,-118.40299999999999,1988,159488,96361,1,1,2,7,0,52024,312648.25
10987245,Los Angeles,Los Angeles,2,3,2,1172,7495,34.269535999999995,-118.40088999999999,1957,46664,96361,1,0,2,7,0,52024,159092.0
10987650,Los Angeles,Los Angeles,3,4,3,1590,8396,34.263288,-118.403724,1976,273223,96361,1,1,2,7,0,52024,316071.25
10987976,Los Angeles,Los Angeles,1,2,1,650,8564,34.253893,-118.404895,1953,162400,96361,1,0,7,7,0,52024,219020.0
10988357,Los Angeles,Los Angeles,2,2,2,1740,28207,34.246765,-118.36908799999999,1952,79107,96375,1,0,2,7,0,52024,314553.5
10988694,Los Angeles,Los Angeles,1,1,1,545,169785,34.258786,-118.364529,1950,233898,96282,1,0,2,7,0,52024,233898.0
10988808,Los Angeles,Los Angeles,2,2,2,1334,17174,34.248855,-118.36703200000001,1936,550000,96282,1,0,7,7,1,52024,384001.0
10988846,Los Angeles,Los Angeles,3,3,3,2008,18346,34.251245000000004,-118.362306,1966,669000,96282,1,0,2,4,0,52024,597298.6666666666
10989145,Los Angeles,Los Angeles,2,4,2,2297,19999,34.253364000000005,-118.36617,1981,522896,96282,1,1,2,4,1,52024,580632.0
10989252,Los Angeles,Los Angeles,3,3,3,2389,21158,34.264122,-118.34974299999999,1957,688852,96282,1,1,2,4,1,52024,574458.5
10989321,Los Angeles,Los Angeles,3,5,3,2332,22317,34.259353999999995,-118.345673,1946,278074,96282,1,0,7,7,0,52024,278074.0
10989733,Los Angeles,Los Angeles,2,3,2,2008,22565,34.242452,-118.355779,1953,71151,96282,1,1,2,7,0,52024,320825.5
10989779,Los Angeles,Los Angeles,3,6,3,2450,87430,34.245272,-118.35758700000001,1946,111948,96282,1,0,7,7,1,52024,320825.5
10989817,Los Angeles,Los Angeles,3,3,3,1385,788979,34.2411,-118.365,1979,188086,96375,1,1,2,4,1,52024,143192.0
10989940,Los Angeles,Los Angeles,3,2,3,1056,208988,34.238,-118.366,1988,98298,96375,1,1,2,4,1,52024,117070.66666666667
10990268,Los Angeles,Los Angeles,1,2,1,1465,15598,34.233434,-118.359344,1950,150807,96375,1,1,2,7,0,52024,102721.33333333333
10990406,Los Angeles,Los Angeles,3,3,3,1889,19741,34.240318,-118.35760400000001,1960,230931,96282,1,1,2,4,1,52024,320825.5
10990771,Los Angeles,Los Angeles,2,3,2,1218,359570,34.2579,-118.324,1974,139734,96282,1,1,2,7,1,52024,302107.0
10991161,Los Angeles,Los Angeles,2,3,2,1360,14893,34.263988,-118.324358,1960,63392,96282,1,0,2,4,0,52024,392742.0
10991283,Los Angeles,Los Angeles,2,3,2,1336,6500,34.26251,-118.32631200000002,1976,414000,96282,1,1,2,7,0,52024,309229.4
10991589,Los Angeles,Los Angeles,3,4,3,2496,12844,34.265311,-118.33603799999999,1940,379104,96282,1,1,2,7,0,52024,392398.3333333333
10992052,Los Angeles,Los Angeles,2,3,2,1287,11001,34.273998,-118.34794299999999,1958,53546,96368,1,0,2,4,0,52024,53546.0
10992241,Los Angeles,Los Angeles,2,3,2,1512,5332,34.271159999999995,-118.309055,1966,451087,96282,1,0,2,4,0,52024,273834.6666666667
10992455,Los Angeles,Los Angeles,1,2,1,1319,6235,34.26748,-118.312803,1950,362012,96282,1,0,7,7,0,52024,365854.2
10992724,Los Angeles,Los Angeles,2,3,2,1715,7728,34.268527,-118.307257,1954,64611,96282,1,0,2,7,0,52024,318656.5
10993220,Los Angeles,Los Angeles,2,3,2,1525,6621,34.267138,-118.30465600000001,1951,342869,96282,1,1,2,7,0,52024,267223.7272727273
10993572,Los Angeles,Los Angeles,3,3,3,2490,10413,34.268078,-118.29495800000001,1948,244381,96284,1,1,2,4,1,52024,368647.0
10994113,Los Angeles,Los Angeles,2,4,2,1798,7498,34.265402,-118.286185,1956,61759,96284,1,0,2,4,0,52024,238266.25
10994296,Los Angeles,Los Angeles,3,4,3,2474,9111,34.270881,-118.288071,1980,331202,96284,1,1,2,4,0,52024,246941.66666666666
10994319,Los Angeles,Los Angeles,1,3,1,1104,4173,34.266366,-118.319441,1954,59349,96282,1,0,7,7,0,52024,354644.5
10994749,Los Angeles,Los Angeles,2,3,2,1387,4449,34.260602,-118.31113,1977,187203,96282,1,1,2,4,0,52024,292214.0
10994833,Los Angeles,Los Angeles,3,3,3,1353,154020,34.2611,-118.315,1979,76752,96282,1,1,2,7,1,52024,294734.1666666667
10995230,Los Angeles,Los Angeles,2,3,2,1440,5992,34.266295,-118.30813400000001,1964,228910,96282,1,0,2,7,0,52024,288350.25
10995299,Los Angeles,Los Angeles,2,3,2,1488,8808,34.263541,-118.309417,1926,229541,96282,1,0,7,7,1,52024,289619.125
10995568,Los Angeles,Los Angeles,1,3,1,1132,7760,34.263013,-118.303141,1947,420765,96282,1,0,7,7,0,52024,283552.06666666665
10995637,Los Angeles,Los Angeles,2,3,2,1878,5755,34.262115,-118.305341,1929,259314,96282,1,0,2,7,0,52024,289623.6666666667
10995928,Los Angeles,Los Angeles,1,2,1,864,4230,34.261018,-118.30636499999999,1947,374332,96282,1,0,7,7,1,52024,304194.5
10995966,Los Angeles,Los Angeles,1,2,1,864,4995,34.260785,-118.30453700000001,1941,246434,96282,1,0,7,7,0,52024,282909.2727272727
10995989,Los Angeles,Los Angeles,2,3,2,1320,7188,34.260871,-118.30370400000001,1961,450827,96282,1,0,2,7,0,52024,272416.3076923077
10996050,Los Angeles,Los Angeles,1,2,1,1245,8481,34.263528,-118.304071,1948,219132,96282,1,0,7,7,0,52024,288508.25
10996142,Los Angeles,Los Angeles,1,2,1,1025,6196,34.264439,-118.300376,1950,127734,96284,1,0,7,7,0,52024,282436.7
10996426,Los Angeles,Los Angeles,1,3,1,954,5504,34.262444,-118.294839,1927,389000,96284,1,0,7,7,0,52024,362609.6666666667
10996702,Los Angeles,Los Angeles,2,3,2,1078,5568,34.260376,-118.300128,1947,158747,96284,1,0,7,7,0,52024,265475.5
10997176,Los Angeles,Los Angeles,2,2,2,1080,43036,34.2534,-118.292,1979,285593,96284,1,1,2,7,0,52024,262678.25
10997222,Los Angeles,Los Angeles,2,4,2,1664,5503,34.253828999999996,-118.292603,2001,313431,96284,1,0,2,7,0,52024,272092.3333333333
10997488,Los Angeles,Los Angeles,3,3,3,1246,74363,34.2554,-118.29700000000001,1981,251794,96284,1,1,2,4,1,52024,290632.85714285716
10997648,Los Angeles,Los Angeles,3,3,3,1680,3994,34.252066,-118.29943100000001,1990,370672,96284,1,1,2,4,0,52024,313579.2
10998115,Los Angeles,Los Angeles,3,2,3,1130,4598,34.254792,-118.302893,1930,416000,96282,1,0,7,7,0,52024,398879.25
10998261,Los Angeles,Los Angeles,2,3,2,1974,7604,34.253003,-118.30874299999999,1988,414068,96282,1,1,2,4,0,52024,366525.6
10998537,Los Angeles,Los Angeles,2,2,2,1220,6740,34.258043,-118.320328,1951,331747,96282,1,0,7,7,0,52024,206426.33333333334
10998636,Los Angeles,Los Angeles,2,3,2,1188,4409,34.258403,-118.314194,1967,274410,96282,1,0,2,7,0,52024,278513.125
10999096,Los Angeles,Los Angeles,2,3,2,1744,6571,34.25554,-118.310746,1948,76700,96282,1,0,7,7,0,52024,339703.0
11000024,Los Angeles,Los Angeles,2,3,2,1470,8046,34.250956,-118.294152,1980,244244,96284,1,1,2,4,0,52024,262678.25
11000597,Los Angeles,Los Angeles,2,2,2,935,162158,34.2453,-118.28,1973,291000,96284,1,1,2,7,0,52024,227120.66666666666
11002406,Los Angeles,Los Angeles,2,4,2,1578,6334,34.266746000000005,-118.294537,1930,525000,96284,1,1,2,7,1,52024,372717.6
11003982,Los Angeles,Los Angeles,1,2,1,1023,5459,34.252315,-118.272398,1952,327573,96284,1,0,7,7,0,52024,319110.2
11004181,Los Angeles,Los Angeles,3,4,3,1840,12365,34.251318,-118.27561999999999,1954,278690,96284,1,0,7,7,0,52024,335215.5
11004564,Glendale,Los Angeles,2,3,2,1273,11524,34.246462,-118.265629,1956,59710,91214,1,0,2,7,0,52574,387831.8333333333
11004756,Los Angeles,Los Angeles,2,3,2,1208,6903,34.247823,-118.267147,1959,54418,96284,1,0,2,7,0,52024,344286.6666666667
11004979,Los Angeles,Los Angeles,3,3,3,1901,6194,34.244731,-118.270292,1955,563769,96284,1,1,2,4,0,52024,366399.5
11005423,Los Angeles,Los Angeles,4,4,4,2178,8543,34.243071,-118.27105300000001,1990,432738,96284,1,1,2,4,0,52024,443448.25
11005742,Los Angeles,Los Angeles,2,3,2,1520,10901,34.240165000000005,-118.276537,1960,374896,96284,1,1,2,4,0,52024,336712.3333333333
11005865,Los Angeles,Los Angeles,2,4,2,1735,11007,34.239666,-118.28186799999999,1963,678286,96284,1,0,2,4,0,52024,475457.0
11005988,Los Angeles,Los Angeles,2,4,2,1793,12622,34.238966999999995,-118.273421,1969,362613,96284,1,1,2,4,0,52024,390082.3333333333
11007229,Los Angeles,Los Angeles,2,3,2,1398,320644,34.325421999999996,-118.437151,1984,209342,96368,1,1,2,4,1,52024,296242.8
11007329,Los Angeles,Los Angeles,2,3,2,1998,7559,34.326214,-118.435524,1965,87872,96368,1,1,2,4,0,52024,296242.8
11007759,Los Angeles,Los Angeles,3,5,3,1792,8142,34.322145,-118.40823,1969,354514,96368,1,0,2,7,0,52024,260646.57142857142
11007882,Los Angeles,Los Angeles,2,4,2,1240,17650,34.324940999999995,-118.409029,1971,449000,96368,1,1,2,7,0,52024,246914.0
11008258,Los Angeles,Los Angeles,3,4,3,2505,7521,34.327525,-118.427447,1986,265036,96368,1,1,2,4,0,52024,342991.6666666667
11008281,Los Angeles,Los Angeles,3,3,3,1218,8579,34.326640999999995,-118.42101399999999,1986,309138,96368,1,1,2,7,0,52024,256413.5
11008785,Los Angeles,Los Angeles,3,5,3,2678,10552,34.311269,-118.503697,1978,652786,96370,1,1,2,4,1,52024,353089.25
11008908,Los Angeles,Los Angeles,3,4,3,2229,10255,34.305611,-118.510084,1984,632355,96370,1,1,2,4,0,52024,390568.6666666667
11009359,Los Angeles,Los Angeles,2,3,2,1601,7970,34.302929,-118.51506100000002,1974,405622,96370,1,1,2,4,0,52024,296878.3333333333
11009751,Los Angeles,Los Angeles,5,5,5,3907,10985,34.296184999999994,-118.51884799999999,1990,885452,96370,1,1,2,1,0,52024,632874.6666666666
11010145,Los Angeles,Los Angeles,3,4,3,2526,7647,34.309688,-118.503492,1979,317908,96370,1,1,2,4,1,52024,353089.25
11010291,Los Angeles,Los Angeles,4,5,4,3190,8786,34.307132,-118.50605300000001,1968,137584,96370,1,1,2,4,0,52024,409353.0
11010437,Los Angeles,Los Angeles,3,5,3,1956,8348,34.304248,-118.50841100000001,1967,262613,96370,1,1,2,4,0,52024,398771.5714285714
11010537,Los Angeles,Los Angeles,2,3,2,2112,9111,34.304048,-118.506253,1965,396010,96370,1,1,2,4,0,52024,400573.28571428574
11010760,Los Angeles,Los Angeles,3,4,3,2383,7585,34.305288,-118.501025,1980,395152,96370,1,1,2,4,0,52024,375798.25
11010904,Los Angeles,Los Angeles,3,4,3,2126,39234,34.321923,-118.47783600000001,1979,257611,96368,1,1,2,4,0,52024,383313.5
11011119,Los Angeles,Los Angeles,2,3,2,1800,17524,34.321161,-118.47371499999998,1976,509016,96368,1,1,2,4,1,52024,420542.3333333333
11011864,Los Angeles,Los Angeles,1,3,1,1438,8249,34.304226,-118.467707,1955,309349,96368,1,0,7,7,0,52024,310925.6666666667
11012071,Los Angeles,Los Angeles,2,4,2,1700,7484,34.300253999999995,-118.46337,1977,189706,96368,1,1,2,7,0,52024,159960.5
11012278,Los Angeles,Los Angeles,1,2,1,988,4999,34.295213000000004,-118.46080800000001,1951,348300,96368,1,0,7,7,0,52024,260624.6
11012362,Los Angeles,Los Angeles,2,3,2,2173,7703,34.302493,-118.47238899999999,1963,389088,96368,1,1,2,4,0,52024,310925.6666666667
11012477,Los Angeles,Los Angeles,2,4,2,2196,7540,34.30037,-118.468726,1971,234340,96368,1,1,2,4,0,52024,310925.6666666667
11012561,Los Angeles,Los Angeles,3,2,3,1318,334299,34.2797,-118.47200000000001,1979,134712,96370,1,1,2,4,0,52024,183291.5
11012661,Los Angeles,Los Angeles,3,3,3,1474,785445,34.281413,-118.47120100000001,1979,359796,96370,1,1,2,4,0,52024,176629.2
11013680,Los Angeles,Los Angeles,3,5,3,2275,12222,34.286374,-118.506428,1958,147768,96370,1,0,2,4,1,52024,315905.0
11013972,Los Angeles,Los Angeles,2,4,2,2027,9276,34.285916,-118.501967,1958,412020,96370,1,1,2,4,0,52024,248797.83333333334
11014295,Los Angeles,Los Angeles,3,4,3,1624,8525,34.281621,-118.501558,1962,86454,96370,1,1,2,4,0,52024,274172.25
11014518,Los Angeles,Los Angeles,2,4,2,1927,7099,34.279971,-118.50543799999998,1958,271963,96370,1,1,2,4,0,52024,286563.8333333333
11014618,Los Angeles,Los Angeles,3,4,3,2097,8149,34.300731,-118.512348,1968,375314,96370,1,1,2,4,1,52024,312968.14285714284
11014741,Los Angeles,Los Angeles,4,5,4,2904,8524,34.299532,-118.50891499999999,1970,447989,96370,1,1,2,4,1,52024,328335.875
11014841,Los Angeles,Los Angeles,3,4,3,2506,10992,34.297546000000004,-118.515042,1968,297172,96370,1,1,2,4,0,52024,360956.71428571426
11014941,Los Angeles,Los Angeles,3,4,3,2458,12261,34.297684999999994,-118.51204399999999,1966,123987,96370,1,1,2,4,0,52024,295326.125
11015064,Los Angeles,Los Angeles,3,4,3,1742,10350,34.295894,-118.507147,1961,285629,96370,1,0,2,4,1,52024,323321.0
11015164,Los Angeles,Los Angeles,2,4,2,2441,11918,34.29813,-118.504625,1964,128672,96370,1,1,2,4,1,52024,287430.0
11015264,Los Angeles,Los Angeles,2,4,2,2357,10418,34.298644,-118.51094599999999,1973,430994,96370,1,1,2,4,1,52024,295826.28571428574
11015364,Los Angeles,Los Angeles,3,4,3,2027,14722,34.299739,-118.514655,1973,109699,96370,1,1,2,4,0,52024,290464.6666666667
11015533,Los Angeles,Los Angeles,5,4,5,3267,18962,34.287979,-118.49540900000001,1963,744021,96370,1,1,2,4,1,52024,615235.0
11015633,Los Angeles,Los Angeles,3,4,3,2992,19128,34.299463,-118.49599599999999,1963,719134,96370,1,1,2,4,1,52024,719134.0
11015979,Los Angeles,Los Angeles,2,3,2,1830,11024,34.289802,-118.490306,1961,270265,96370,1,1,2,4,0,52024,359757.0
11016048,Los Angeles,Los Angeles,3,5,3,2671,7508,34.283741,-118.50034299999999,1977,663658,96370,1,1,2,4,1,52024,264908.8333333333
11016094,Los Angeles,Los Angeles,2,3,2,1337,7832,34.282804999999996,-118.500378,1960,83387,96370,1,0,2,7,0,52024,264908.8333333333
11016401,Los Angeles,Los Angeles,2,3,2,1552,7500,34.282443,-118.48909499999999,1959,118177,96370,1,0,2,4,0,52024,336336.45454545453
11016501,Los Angeles,Los Angeles,2,4,2,1744,8018,34.284255,-118.492705,1959,486449,96370,1,0,2,4,1,52024,471543.75
11016601,Los Angeles,Los Angeles,2,3,2,1933,7500,34.281279999999995,-118.48954599999999,1959,537528,96370,1,0,2,4,1,52024,318417.2
11017137,Los Angeles,Los Angeles,2,3,2,1343,7553,34.293276,-118.45883400000001,1962,369000,96368,1,0,2,7,0,52024,272554.0
11017237,Los Angeles,Los Angeles,2,3,2,1486,9877,34.290704,-118.456919,1957,280857,96368,1,1,2,7,0,52024,299393.2
11017383,Los Angeles,Los Angeles,3,4,3,2111,13175,34.293085999999995,-118.461455,1997,309413,96368,1,1,2,4,0,52024,260624.6
11018416,Los Angeles,Los Angeles,1,1,1,576,4998,34.278394,-118.44937900000001,1941,29528,96366,1,0,7,7,0,52024,155623.25
11018539,Los Angeles,Los Angeles,1,2,1,1054,5000,34.277819,-118.44991599999999,1952,118273,96366,1,0,7,7,0,52024,205369.16666666666
11018776,Los Angeles,Los Angeles,1,3,1,1107,7471,34.270661,-118.458607,1954,238603,96371,1,0,7,7,0,52024,222934.2
11018945,Los Angeles,Los Angeles,2,4,2,1762,5953,34.267275,-118.45776299999999,1979,206840,96371,1,1,2,7,0,52024,267855.0
11019091,Los Angeles,Los Angeles,3,5,3,2138,14007,34.270348,-118.45454099999999,1958,91754,96371,2,0,2,7,0,52024,216731.0
11019306,Los Angeles,Los Angeles,1,1,1,810,30009,34.270064,-118.45199699999999,1924,270713,96371,1,0,2,7,0,52024,217726.85714285713
11019589,Los Angeles,Los Angeles,3,4,3,1406,7499,34.275476,-118.438584,1927,84968,96366,1,0,7,7,0,52024,170297.33333333334
11019612,Los Angeles,Los Angeles,5,6,5,2862,8985,34.27321,-118.44169099999999,1940,304492,96366,2,0,2,7,0,52024,213804.0
11019658,Los Angeles,Los Angeles,2,4,2,1324,6359,34.270663,-118.444327,1954,314241,96366,1,0,7,7,0,52024,243918.0
11019758,Los Angeles,Los Angeles,2,2,2,877,44741,34.2682,-118.443,1989,77387,96366,1,1,2,4,0,52024,202186.75
11020505,Los Angeles,Los Angeles,1,2,1,674,5441,34.256775,-118.435984,1948,211578,96361,1,0,7,7,0,52024,202759.0
11020958,Los Angeles,Los Angeles,1,2,1,754,5999,34.259722,-118.43971200000001,1950,152237,96361,1,0,7,7,0,52024,176168.625
11021196,Los Angeles,Los Angeles,1,1,1,440,7510,34.262361999999996,-118.435855,1928,115478,96361,1,0,7,7,0,52024,164323.16666666666
11021319,Los Angeles,Los Angeles,2,3,2,1107,7505,34.261928999999995,-118.435396,1950,83383,96361,1,0,7,7,0,52024,145125.2857142857
11021709,Los Angeles,Los Angeles,2,3,2,1238,5998,34.268907,-118.42923,1952,359000,96361,1,0,7,7,1,52024,138646.2857142857
11021832,Los Angeles,Los Angeles,1,2,1,961,8466,34.266661,-118.428831,1955,87455,96361,1,0,7,7,0,52024,125313.0
11021970,Los Angeles,Los Angeles,2,3,2,941,7408,34.267358,-118.424595,1953,46258,96361,1,0,7,7,0,52024,146996.55555555556
11022076,Los Angeles,Los Angeles,1,3,1,1036,7974,34.266346999999996,-118.42573700000001,1947,46465,96361,1,0,7,7,0,52024,167079.88888888888
11022489,Los Angeles,Los Angeles,1,3,1,945,8098,34.261815999999996,-118.423805,1930,233918,96361,1,0,7,7,0,52024,200902.83333333334
11022742,Los Angeles,Los Angeles,1,2,1,1061,7087,34.258161,-118.420799,1948,214022,96361,1,0,7,7,0,52024,215639.33333333334
11023363,Los Angeles,Los Angeles,2,3,2,1242,6119,34.241406,-118.42845,1954,55031,96361,1,0,7,7,0,52024,226996.33333333334
11023854,Los Angeles,Los Angeles,2,3,2,1087,6086,34.246676,-118.42219399999999,1950,96070,96361,1,0,7,7,0,52024,237866.8
11023999,Los Angeles,Los Angeles,1,2,1,1924,6889,34.250471999999995,-118.418526,1951,230227,96361,1,0,7,7,0,52024,226345.5
11024214,Los Angeles,Los Angeles,1,2,1,912,12179,34.255183,-118.41856299999999,1947,131074,96361,1,0,7,7,0,52024,165949.33333333334
11024383,Los Angeles,Los Angeles,2,3,2,1513,7501,34.254293,-118.41616699999999,1953,255838,96361,1,0,7,7,0,52024,162834.14285714287
11024498,Los Angeles,Los Angeles,2,3,2,1368,6249,34.254366999999995,-118.414493,1925,57683,96361,1,0,7,7,1,52024,151602.0
11024759,Los Angeles,Los Angeles,2,3,2,868,7428,34.249921,-118.415761,1950,238389,96361,1,0,7,7,0,52024,197633.125
11024935,Los Angeles,Los Angeles,2,3,2,1442,7543,34.251101,-118.40864599999999,1950,239847,96361,1,0,7,7,0,52024,208248.16666666666
11025127,Los Angeles,Los Angeles,2,3,2,1540,8819,34.248996999999996,-118.412547,1960,84044,96361,1,0,2,7,0,52024,212901.44444444444
11025445,Los Angeles,Los Angeles,1,3,1,1003,6219,34.249508,-118.40656299999999,1952,167418,96361,1,0,7,7,0,52024,233089.0
11025712,Los Angeles,Los Angeles,3,3,3,2087,7501,34.239644,-118.417879,1954,430000,96361,1,1,2,7,0,52024,266997.5
11025881,Los Angeles,Los Angeles,2,4,2,1394,7502,34.237712,-118.42263999999999,1955,63335,96361,1,0,2,7,0,52024,268779.25
11026142,Los Angeles,Los Angeles,2,3,2,1206,6048,34.2376,-118.427247,1952,276975,96361,1,0,7,7,0,52024,240984.0
11026242,Los Angeles,Los Angeles,2,3,2,1304,5974,34.235329,-118.424761,1956,360806,96361,1,0,2,7,0,52024,232435.0
11026526,Los Angeles,Los Angeles,2,4,2,1780,14905,34.247547,-118.415155,1961,314614,96361,2,0,2,7,0,52024,234656.625
11026695,Los Angeles,Los Angeles,2,4,2,1175,7499,34.242402,-118.413397,1954,235396,96361,1,0,7,7,0,52024,257281.125
11027085,Los Angeles,Los Angeles,2,3,2,1231,6371,34.230429,-118.421705,1953,167290,96361,1,0,7,7,0,52024,275122.5714285714
11027277,Los Angeles,Los Angeles,2,3,2,1219,6428,34.233004,-118.41689,1953,211875,96361,1,0,7,7,0,52024,223728.125
11027546,Los Angeles,Los Angeles,3,3,3,1919,7079,34.227726000000004,-118.42209299999999,1972,250686,96411,1,1,2,4,0,52024,288237.71428571426
11027815,Los Angeles,Los Angeles,3,4,3,1771,9500,34.237279,-118.41672700000001,1953,314919,96361,1,0,7,7,0,52024,241441.33333333334
11028532,Los Angeles,Los Angeles,2,3,2,1742,8326,34.23509,-118.40135500000001,1955,303114,96375,1,1,2,4,0,52024,268675.4
11028974,Los Angeles,Los Angeles,3,3,3,1502,50087,34.2353,-118.395,1981,252000,96375,1,1,2,4,0,52024,258452.6
11029035,Los Angeles,Los Angeles,1,4,1,1830,8546,34.232749,-118.39889299999999,1954,280857,96375,1,0,7,7,0,52024,278346.28571428574
11029058,Los Angeles,Los Angeles,2,3,2,1555,8631,34.232013,-118.397488,1965,201362,96375,1,0,2,4,0,52024,278346.28571428574
11029234,Los Angeles,Los Angeles,1,2,1,1518,5436,34.229889,-118.38863400000001,1936,397000,96375,1,0,7,7,0,52024,359166.5
11030099,Los Angeles,Los Angeles,1,3,1,990,7518,34.224092,-118.392449,1947,52170,96375,1,0,7,7,0,52024,222707.6
