zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning
11100408,Los Angeles,Los Angeles,2,3,2,1493,8103,34.225771,-118.549296,1956,358572,91324,1,0,2,7,0,52024
11100523,Los Angeles,Los Angeles,2,3,2,1282,8316,34.223406,-118.546464,1956,253706,91324,1,0,7,7,0,52024
11100646,Los Angeles,Los Angeles,3,4,3,1788,7598,34.222158,-118.548883,1956,256733,91324,1,0,7,7,0,52024
11101615,Los Angeles,Los Angeles,2,4,2,1343,7143,34.226225,-118.526769,1954,276595,91325,1,0,2,7,0,52024
11102103,Los Angeles,Los Angeles,2,2,2,1503,27321,34.224367,-118.514835,1947,492388,91325,1,0,2,7,1,52024
11102295,Los Angeles,Los Angeles,5,4,5,4511,13502,34.226999,-118.515728,1983,1141589,91325,1,1,2,1,1,52024
11102825,Santa Clarita,Los Angeles,2,4,2,1374,6103,34.437361,-118.48226,1964,367191,91351,1,0,2,7,0,83554
11102925,Santa Clarita,Los Angeles,2,3,2,1600,6375,34.435164,-118.48194,1964,74605,91351,1,0,2,7,0,83554
11103048,Santa Clarita,Los Angeles,2,4,2,1374,10137,34.433468,-118.477058,1962,332996,91351,1,1,2,7,0,83554
11103171,Santa Clarita,Los Angeles,3,4,3,2081,19557,34.436069,-118.491548,1988,520699,91351,1,1,2,4,1,83554
11104174,Santa Clarita,Los Angeles,2,4,2,1628,9794,34.433357,-118.464749,1968,222941,91351,1,0,2,7,1,83554
11104343,Santa Clarita,Los Angeles,2,3,2,1270,4275,34.435044,-118.472662,1985,56658,91351,1,1,2,4,0,83554
11104947,Santa Clarita,Los Angeles,2,4,2,1144,5882,34.417894,-118.466031,1961,176686,91351,1,0,2,7,0,83554
11105047,Santa Clarita,Los Angeles,1,3,1,920,5748,34.420111,-118.466607,1961,139677,91351,1,0,2,7,0,83554
11105193,Santa Clarita,Los Angeles,2,4,2,1144,8480,34.423723,-118.464503,1962,378432,91351,1,0,2,7,1,83554
11105570,Santa Clarita,Los Angeles,2,2,2,795,312806,34.421,-118.455,1987,161579,91351,1,1,2,4,1,83554
11105753,Santa Clarita,Los Angeles,2,4,2,1494,6971,34.41729,-118.462426,1973,301261,91351,1,1,2,7,0,83554
11105998,Santa Clarita,Los Angeles,2,2,2,1114,843582,34.4136,-118.467,1980,224136,91351,1,1,2,7,0,83554
11106144,Santa Clarita,Los Angeles,3,3,3,2526,99267,34.419833,-118.457273,1988,362649,91351,1,1,2,4,1,83554
11106509,Santa Clarita,Los Angeles,1,1,1,652,188585,34.4133,-118.463,1984,116100,91351,1,1,2,7,1,83554
11107187,Santa Clarita,Los Angeles,2,3,2,1287,10723,34.432314,-118.478715,1963,276950,91351,1,0,2,7,0,83554
11107210,Santa Clarita,Los Angeles,2,3,2,1598,7778,34.428693,-118.478314,1965,240399,91351,1,0,2,7,1,83554
11107310,Santa Clarita,Los Angeles,2,4,2,1748,10311,34.430172,-118.476787,1965,433490,91351,1,0,2,7,1,83554
11107694,Santa Clarita,Los Angeles,3,3,3,1736,6344,34.420505,-118.475565,1966,435000,91351,1,1,2,4,1,83554
11107817,Santa Clarita,Los Angeles,3,3,3,1881,16430,34.454385,-118.531383,1988,339593,91350,1,1,2,4,0,83554
11107940,Santa Clarita,Los Angeles,3,4,3,2200,6533,34.452108,-118.529478,1988,319285,91350,1,1,2,4,1,83554
11108040,Santa Clarita,Los Angeles,2,4,2,1514,7916,34.451229,-118.532412,1976,245118,91350,1,1,2,7,0,83554
11108163,Santa Clarita,Los Angeles,2,3,2,1230,8444,34.450557,-118.533748,1957,260578,91350,1,0,2,7,0,83554
11108263,Santa Clarita,Los Angeles,2,3,2,1230,8768,34.446702,-118.529498,1959,232626,91350,1,0,2,7,0,83554
11108363,Santa Clarita,Los Angeles,2,3,2,1401,10937,34.442045,-118.530755,1954,267264,91350,1,0,2,7,0,83554
11108824,Santa Clarita,Los Angeles,3,4,3,2407,6329,34.449665,-118.519342,1989,512539,91350,1,1,2,4,1,83554
11108947,Santa Clarita,Los Angeles,3,3,3,1465,6833,34.443839,-118.520658,1989,355048,91350,1,1,2,4,0,83554
11109531,Santa Clarita,Los Angeles,2,4,2,1376,6035,34.436194,-118.522919,1964,428289,91350,1,0,2,7,1,83554
11109777,Santa Clarita,Los Angeles,2,3,2,1163,6886,34.439348,-118.521534,1964,250108,91350,1,0,2,7,0,83554
11110199,Santa Clarita,Los Angeles,2,4,2,1650,6948,34.450216,-118.505069,1966,236080,91350,1,0,2,7,0,83554
11110299,Santa Clarita,Los Angeles,3,5,3,1926,10875,34.451208,-118.507687,1966,258137,91350,1,0,2,7,0,83554
11110714,Santa Clarita,Los Angeles,1,2,1,758,143295,34.452996,-118.496326,1975,183000,91350,1,1,2,7,0,83554
11110814,Santa Clarita,Los Angeles,1,2,1,758,148023,34.45062,-118.497996,1977,71953,91350,1,1,2,7,0,83554
11110944,Santa Clarita,Los Angeles,2,3,2,1811,7096,34.449913,-118.536682,1974,342879,91354,1,1,2,7,0,83554
11111044,Santa Clarita,Los Angeles,2,3,2,1307,4008,34.438158,-118.533549,1975,354425,91354,1,1,2,7,0,83554
11111336,Santa Clarita,Los Angeles,2,4,2,1625,9749,34.43839,-118.536486,1976,436551,91354,1,1,2,7,0,83554
11111834,Santa Clarita,Los Angeles,3,4,3,2626,6013,34.445529,-118.544883,1996,608440,91354,1,1,2,4,1,83554
11111857,Santa Clarita,Los Angeles,3,4,3,2011,6076,34.446068,-118.545443,1996,350116,91354,1,1,2,4,0,83554
11112233,Santa Clarita,Los Angeles,3,4,3,2447,7604,34.44841,-118.546932,1996,383496,91354,1,1,2,4,0,83554
11112394,Santa Clarita,Los Angeles,3,4,3,2046,4071,34.450292,-118.551933,1995,426398,91354,1,1,2,4,0,83554
11112517,Santa Clarita,Los Angeles,3,3,3,1260,33804,34.451163,-118.553098,1995,283506,91354,1,1,2,4,0,83554
11113037,Santa Clarita,Los Angeles,3,4,3,2288,8735,34.450615,-118.543315,1996,582000,91354,1,1,2,4,0,83554
11113129,Santa Clarita,Los Angeles,3,5,3,2937,5538,34.457468,-118.542776,1997,521348,91354,1,1,2,4,0,83554
11113412,Santa Clarita,Los Angeles,4,5,4,3117,6633,34.46015,-118.542178,1997,697000,91354,1,1,2,4,0,83554
11118295,Santa Clarita,Los Angeles,2,4,2,1747,8951,34.437092,-118.539608,1977,68903,91354,1,1,2,7,0,83554
11118638,Santa Clarita,Los Angeles,3,3,3,1799,5960,34.433013,-118.552716,1989,328082,91354,1,1,2,4,0,83554
11118738,Santa Clarita,Los Angeles,3,3,3,1488,5659,34.433311,-118.551879,1989,349156,91354,1,1,2,4,0,83554
11118838,Santa Clarita,Los Angeles,3,5,3,2495,6333,34.433094,-118.544802,1989,469602,91354,1,1,2,4,0,83554
11118938,Santa Clarita,Los Angeles,2,2,2,1302,7372,34.436392,-118.546518,1989,308966,91354,1,1,2,4,0,83554
11119061,Santa Clarita,Los Angeles,3,3,3,1548,5919,34.434629,-118.547273,1989,343521,91354,1,1,2,4,0,83554
11119161,Santa Clarita,Los Angeles,3,3,3,1951,6030,34.435177,-118.543993,1989,508598,91354,1,1,2,4,0,83554
11119453,Santa Clarita,Los Angeles,2,3,2,1724,6700,34.441199,-118.549716,1993,321432,91354,1,1,2,4,0,83554
11119799,Santa Clarita,Los Angeles,3,3,3,1824,6003,34.43823,-118.546753,1990,518180,91354,1,1,2,4,1,83554
11119922,Santa Clarita,Los Angeles,3,3,3,1626,102936,34.430908,-118.549756,1998,350109,91354,1,1,2,4,0,83554
11120022,Santa Clarita,Los Angeles,2,2,2,863,21603,34.4293,-118.546,1996,161989,91354,1,1,2,4,0,83554
11120191,Santa Clarita,Los Angeles,3,2,3,1176,47117,34.429852,-118.539048,1998,359000,91354,1,1,2,4,0,83554
11121588,Santa Clarita,Los Angeles,2,3,2,1526,10603,34.45627,-118.499753,1978,409309,91350,1,1,2,4,0,83554
11121780,Santa Clarita,Los Angeles,2,3,2,1562,7243,34.460255,-118.498968,1978,424600,91350,1,1,2,4,0,83554
11121903,Santa Clarita,Los Angeles,3,4,3,2061,7709,34.460105,-118.492721,1979,269228,91350,1,1,2,4,1,83554
11121926,Santa Clarita,Los Angeles,3,4,3,2322,6661,34.46169,-118.493211,1979,409739,96403,1,1,2,4,1,83554
11122026,Santa Clarita,Los Angeles,3,4,3,2750,7344,34.448705,-118.498032,1981,487520,91350,1,1,2,4,1,83554
11122126,Santa Clarita,Los Angeles,3,4,3,3196,12649,34.446984,-118.500664,1984,451708,91350,1,1,2,4,0,83554
11122272,Santa Clarita,Los Angeles,2,4,2,1690,8142,34.445781,-118.492311,1985,284259,91350,1,1,2,4,0,83554
11122418,Santa Clarita,Los Angeles,2,3,2,1194,42426,34.440972,-118.485131,1984,231713,91351,1,1,2,4,0,83554
11127392,Los Angeles,Los Angeles,3,4,3,2465,13769,34.295607,-118.549166,1966,129078,96356,1,1,2,4,0,52024
11127492,Los Angeles,Los Angeles,3,4,3,2549,9184,34.295583,-118.546952,1966,493747,96356,1,1,2,4,1,52024
11128791,Los Angeles,Los Angeles,3,3,3,1679,362718,34.2749,-118.55,1980,443691,96356,1,1,2,4,1,52024
11128891,Los Angeles,Los Angeles,3,3,3,1679,314954,34.2739,-118.55,1983,255107,96356,1,1,2,4,1,52024
11129114,Los Angeles,Los Angeles,2,3,2,1857,14386,34.284657,-118.553619,1973,311942,96356,1,1,2,4,0,52024
11129214,Los Angeles,Los Angeles,3,4,3,2303,11009,34.280478,-118.547848,1974,375180,96356,1,1,2,4,1,52024
11129314,Los Angeles,Los Angeles,3,4,3,2692,12923,34.277193,-118.548973,1975,525549,96356,1,1,2,4,1,52024
11129414,Los Angeles,Los Angeles,3,2,3,1282,223339,34.2737,-118.553,1980,420000,96356,1,1,2,4,1,52024
11129460,Santa Clarita,Los Angeles,3,3,3,1733,5708,34.457555,-118.535332,1980,460000,91354,1,1,2,7,0,83554
11129560,Santa Clarita,Los Angeles,2,4,2,1624,9753,34.457744,-118.536966,1982,321915,91354,1,1,2,7,0,83554
11129660,Santa Clarita,Los Angeles,2,4,2,1600,7414,34.457692,-118.540624,1984,343686,91354,1,1,2,7,0,83554
11129760,Santa Clarita,Los Angeles,2,4,2,1593,6629,34.456454,-118.536817,1980,233818,91354,1,1,2,7,0,83554
11129860,Santa Clarita,Los Angeles,2,3,2,1263,7141,34.452372,-118.540508,1978,232483,91354,1,1,2,7,0,83554
11129883,Santa Clarita,Los Angeles,2,3,2,1245,8379,34.451012,-118.540432,1975,201409,91354,1,1,2,7,0,83554
11129983,Santa Clarita,Los Angeles,2,4,2,1624,7100,34.452386,-118.537292,1978,250153,91354,1,1,2,7,0,83554
11130121,Santa Clarita,Los Angeles,3,4,3,1756,7944,34.368212,-118.554296,1966,61973,96352,1,0,2,7,0,83554
11130344,Santa Clarita,Los Angeles,3,4,3,1860,8208,34.365196,-118.551637,1966,274581,96352,1,1,2,4,0,83554
11130566,Santa Clarita,Los Angeles,2,2,2,988,398589,34.376727,-118.558663,1966,124365,96352,1,1,2,7,0,83554
11137412,Santa Clarita,Los Angeles,2,3,2,1280,10789,34.371528,-118.532007,1961,397813,96352,1,0,2,7,1,83554
11137832,Santa Clarita,Los Angeles,3,4,3,2686,5520,34.362771,-118.542296,1986,457246,96352,1,1,2,4,0,83554
11138967,Santa Clarita,Los Angeles,2,2,2,850,512143,34.3772,-118.549,1979,195000,96352,1,1,2,7,0,83554
11139005,Santa Clarita,Los Angeles,4,5,4,3846,8722,34.376924,-118.545597,1992,501647,96352,1,1,2,4,0,83554
11139051,Santa Clarita,Los Angeles,2,3,2,1680,22658,34.377926,-118.540845,1948,371559,96352,1,0,2,7,0,83554
11139150,Santa Clarita,Los Angeles,2,3,2,1951,23196,34.369783,-118.54034,1948,688486,96352,1,1,2,7,1,83554
11139571,Santa Clarita,Los Angeles,2,4,2,2064,8106,34.374805,-118.549018,1961,458380,96352,1,0,2,4,1,83554
11139732,Santa Clarita,Los Angeles,2,2,2,1220,6400,34.3773,-118.5416,1956,203685,96352,1,0,7,7,0,83554
11139870,Santa Clarita,Los Angeles,2,2,2,2073,19596,34.370195,-118.535658,1947,405079,96352,1,1,2,7,0,83554
11140719,Santa Clarita,Los Angeles,3,3,3,1319,181847,34.3687,-118.51,1984,277943,96352,1,1,2,7,1,83554
11141229,Santa Clarita,Los Angeles,2,2,2,943,132272,34.3781,-118.511,1990,100883,96352,1,1,2,4,0,83554
11142487,Santa Clarita,Los Angeles,4,5,4,4140,26793,34.388884,-118.526548,1998,915200,96352,1,1,2,4,1,83554
11143231,Santa Clarita,Los Angeles,2,3,2,1135,516746,34.404499,-118.486053,1986,214794,96352,1,1,2,4,1,83554
11143479,Santa Clarita,Los Angeles,3,4,3,1806,426781,34.406612,-118.485933,1993,394731,91351,1,1,2,4,0,83554
11143602,Santa Clarita,Los Angeles,3,3,3,1962,200375,34.416552,-118.483376,1986,292809,91351,1,1,2,4,1,83554
11143702,Santa Clarita,Los Angeles,3,4,3,1733,453252,34.414222,-118.482891,1985,214549,91351,1,1,2,4,1,83554
11143802,Santa Clarita,Los Angeles,3,3,3,1446,523923,34.414453,-118.482105,1985,196902,91351,1,1,2,4,0,83554
11144248,Santa Clarita,Los Angeles,2,3,2,1001,815788,34.420517,-118.487328,1988,245900,91351,1,1,2,4,1,83554
11144371,Santa Clarita,Los Angeles,2,2,2,910,815788,34.4209,-118.489,1988,119339,91351,1,1,2,4,0,83554
11144494,Santa Clarita,Los Angeles,2,3,2,1001,532639,34.4184,-118.489,1986,243774,91351,1,1,2,4,0,83554
11144594,Santa Clarita,Los Angeles,2,3,2,1003,532639,34.4184,-118.489,1986,187952,91351,1,1,2,4,0,83554
11144663,Santa Clarita,Los Angeles,3,4,3,1877,9181,34.403696,-118.532412,1986,258265,91350,1,1,2,4,0,83554
11144763,Santa Clarita,Los Angeles,2,3,2,1410,5760,34.402343,-118.528796,1987,430700,91350,1,1,2,4,0,83554
11144932,Santa Clarita,Los Angeles,3,4,3,1877,7215,34.400851,-118.524809,1988,305566,91350,1,1,2,4,0,83554
11144955,Santa Clarita,Los Angeles,3,3,3,1505,4126,34.39867,-118.479792,1988,346448,96352,1,1,2,4,0,83554
11145316,Santa Clarita,Los Angeles,2,3,2,970,236712,34.3983,-118.482,1989,210044,96352,1,1,2,4,0,83554
11145493,Santa Clarita,Los Angeles,2,2,2,1007,461495,34.4168,-118.491,1989,184243,91351,1,1,2,4,0,83554
11146943,Santa Clarita,Los Angeles,2,3,2,1589,6730,34.42883,-118.405274,1981,343685,96401,1,1,2,4,0,83554
11146966,Santa Clarita,Los Angeles,3,4,3,1601,297252,34.428508,-118.412124,1982,325044,96401,1,1,2,4,0,83554
11147089,Santa Clarita,Los Angeles,2,3,2,1469,292671,34.42957,-118.411101,1982,184429,96401,1,1,2,4,0,83554
11147189,Santa Clarita,Los Angeles,2,3,2,944,335575,34.428465,-118.410041,1983,285000,96401,1,1,2,4,0,83554
11147358,Santa Clarita,Los Angeles,3,4,3,2336,157670,34.434899,-118.409167,1988,324755,96401,1,1,2,4,0,83554
11147718,Santa Clarita,Los Angeles,3,4,3,1961,158421,34.436624,-118.415374,1978,243913,96401,1,1,2,4,0,83554
11147878,Santa Clarita,Los Angeles,2,3,2,2050,130137,34.424624,-118.426746,1980,228056,96401,1,1,2,4,0,83554
11147970,Santa Clarita,Los Angeles,3,3,3,2108,7603,34.427852,-118.430019,1969,307284,96401,1,1,2,4,0,83554
11148243,Santa Clarita,Los Angeles,3,3,3,2108,12302,34.430577,-118.424779,1966,457100,96401,1,1,2,4,0,83554
11148612,Santa Clarita,Los Angeles,3,4,3,2008,13350,34.427892,-118.434629,1980,514000,96401,1,1,2,4,1,83554
11148712,Santa Clarita,Los Angeles,3,3,3,1491,6506,34.432749,-118.427696,1984,264374,96401,1,1,2,7,0,83554
11152465,Santa Clarita,Los Angeles,3,4,3,2140,12329,34.395288,-118.474809,1967,526309,96352,1,1,2,4,0,83554
11152488,Santa Clarita,Los Angeles,2,4,2,1488,8269,34.399375,-118.470973,1966,53400,96352,1,0,2,7,0,83554
11152511,Santa Clarita,Los Angeles,2,3,2,1524,17237,34.401445,-118.468959,1965,214231,96352,1,0,2,7,0,83554
11152634,Santa Clarita,Los Angeles,2,3,2,1392,9601,34.398971,-118.468062,1965,206828,96352,1,1,2,7,0,83554
11152795,Santa Clarita,Los Angeles,3,3,3,1633,7781,34.39842,-118.470426,1966,243966,96352,1,1,2,4,0,83554
11152987,Santa Clarita,Los Angeles,3,3,3,1817,38400,34.392765,-118.475426,1971,281855,96352,1,1,2,4,0,83554
11153094,Santa Clarita,Los Angeles,1,2,1,809,125129,34.4021,-118.464,1992,151301,96352,1,1,2,7,0,83554
11153194,Santa Clarita,Los Angeles,3,2,3,1075,112113,34.4022,-118.467,1990,240714,96352,1,1,2,7,0,83554
11153516,Santa Clarita,Los Angeles,3,3,3,1176,67484,34.4029,-118.466,1990,236185,96352,1,1,2,7,1,83554
11153616,Santa Clarita,Los Angeles,2,2,2,980,60497,34.4039,-118.463,1993,234594,96352,1,1,2,7,1,83554
11154016,Santa Clarita,Los Angeles,3,3,3,1225,91867,34.4151,-118.446,1984,165606,96401,1,1,2,7,1,83554
11154797,Santa Clarita,Los Angeles,2,2,2,843,125051,34.4224,-118.449,1984,133513,96401,1,1,2,7,1,83554
11155497,Santa Clarita,Los Angeles,3,2,3,1127,119805,34.415,-118.449,1985,237655,96401,1,1,2,7,1,83554
11156057,Santa Clarita,Los Angeles,2,3,2,1008,27395,34.4066,-118.452,1990,255000,96401,1,1,2,7,0,83554
11157926,Santa Clarita,Los Angeles,3,3,3,1824,4050,34.438092,-118.511802,1972,237279,91350,1,1,2,7,0,83554
11158210,Santa Clarita,Los Angeles,2,3,2,1163,6425,34.430116,-118.528867,1963,383000,91350,1,0,2,7,0,83554
11158256,Santa Clarita,Los Angeles,2,4,2,1376,7619,34.428752,-118.532269,1963,344268,91350,1,0,2,7,0,83554
11158454,Santa Clarita,Los Angeles,3,4,3,2514,6044,34.440813,-118.508668,1988,295786,91350,1,1,2,4,0,83554
11159726,Santa Clarita,Los Angeles,2,2,2,1041,676029,34.3893,-118.562,1971,145699,96378,1,1,2,4,0,83554
11159826,Santa Clarita,Los Angeles,1,1,1,722,676029,34.3893,-118.562,1977,100288,96378,1,1,2,4,0,83554
11159926,Santa Clarita,Los Angeles,2,2,2,1041,676029,34.3893,-118.562,1971,183404,96378,1,1,2,4,0,83554
11160202,Santa Clarita,Los Angeles,3,4,3,2812,12335,34.381967,-118.559709,1978,649000,96378,1,1,2,4,1,83554
11160484,Santa Clarita,Los Angeles,2,3,2,1156,7056,34.45573,-118.389533,1974,172053,96401,1,1,2,7,1,83554
11160713,Santa Clarita,Los Angeles,3,4,3,1624,6634,34.439078,-118.39119,1968,257610,96401,1,1,2,7,1,83554
11160828,Santa Clarita,Los Angeles,2,3,2,1222,7089,34.443113,-118.391738,1968,346792,96401,1,1,2,7,0,83554
11160951,Santa Clarita,Los Angeles,2,4,2,1043,7099,34.445962,-118.396684,1970,300546,96401,1,0,2,7,0,83554
11161074,Santa Clarita,Los Angeles,2,4,2,1601,7484,34.448628,-118.392898,1969,326798,96401,1,1,2,7,0,83554
11161158,Santa Clarita,Los Angeles,2,3,2,1554,9402,34.446133,-118.390346,1973,271725,96401,1,1,2,7,0,83554
11161450,Santa Clarita,Los Angeles,2,4,2,2234,6703,34.436707,-118.393207,1982,248678,96401,1,1,2,4,0,83554
11161742,Santa Clarita,Los Angeles,3,3,3,1606,5112,34.44384,-118.390108,1991,324715,96401,1,1,2,4,0,83554
11161842,Santa Clarita,Los Angeles,3,6,3,2928,7697,34.440865,-118.388274,1991,420798,96401,1,1,2,4,1,83554
11162821,Santa Clarita,Los Angeles,1,3,1,976,8592,34.390196,-118.539106,1948,350000,96352,1,0,7,7,0,83554
11163921,Santa Clarita,Los Angeles,3,5,3,2336,5376,34.383412,-118.542514,1968,391912,96378,1,1,2,7,1,83554
11164197,Santa Clarita,Los Angeles,3,6,3,2431,7803,34.386222,-118.553589,1969,476997,96378,1,1,2,4,1,83554
11164673,Santa Clarita,Los Angeles,2,4,2,2038,6317,34.388557,-118.549341,1972,345659,96378,1,1,2,4,0,83554
11165180,Santa Clarita,Los Angeles,3,4,3,2088,5471,34.39073,-118.55186,1975,485970,96378,1,1,2,4,1,83554
11165372,Santa Clarita,Los Angeles,2,3,2,1196,4695,34.392786,-118.557378,1976,196495,96378,1,1,2,7,0,83554
11165609,Santa Clarita,Los Angeles,2,2,2,1698,5505,34.395151,-118.550273,1969,377391,96378,1,1,2,4,0,83554
11165778,Santa Clarita,Los Angeles,3,5,3,2049,5986,34.393008,-118.548113,1971,430204,96378,1,1,2,7,0,83554
11165924,Santa Clarita,Los Angeles,3,4,3,2243,5655,34.394715,-118.546413,1971,429590,96378,1,1,2,7,1,83554
11166239,Santa Clarita,Los Angeles,2,4,2,1596,4555,34.396342,-118.543709,1976,407212,96378,1,1,2,7,0,83554
11166508,Santa Clarita,Los Angeles,2,3,2,1522,6356,34.400024,-118.542201,1984,360610,96378,1,1,2,4,0,83554
11166969,Santa Clarita,Los Angeles,2,3,2,1018,3592,34.400875,-118.541893,1979,382000,96378,1,1,2,7,0,83554
11167307,Santa Clarita,Los Angeles,2,3,2,1614,4921,34.403768,-118.547005,1981,438590,96378,1,1,2,4,0,83554
11167330,Santa Clarita,Los Angeles,3,4,3,2279,6631,34.404788,-118.543879,1983,336990,96378,1,1,2,4,0,83554
11167476,Santa Clarita,Los Angeles,2,3,2,1128,4312,34.408379,-118.542886,1984,412400,96378,1,1,2,7,0,83554
11167911,Santa Clarita,Los Angeles,2,3,2,1196,7372,34.395109,-118.556898,1978,255653,96378,1,1,2,4,0,83554
11168018,Santa Clarita,Los Angeles,2,2,2,1415,6009,34.409189,-118.550996,1984,281651,96378,1,1,2,4,0,83554
11168164,Santa Clarita,Los Angeles,2,3,2,1128,3741,34.410016,-118.544098,1985,386000,96378,1,1,2,7,0,83554
11168310,Santa Clarita,Los Angeles,2,3,2,1128,4461,34.413019,-118.546504,1986,246521,96378,1,1,2,7,0,83554
11168456,Santa Clarita,Los Angeles,2,2,2,1374,5420,34.412529,-118.548669,1985,290450,96378,1,1,2,4,0,83554
11169001,Santa Clarita,Los Angeles,3,2,3,1581,716115,34.4007,-118.562,1989,333409,96378,1,1,2,4,0,83554
11169101,Santa Clarita,Los Angeles,3,4,3,1851,4788,34.398527,-118.563628,1986,338773,96378,1,1,2,4,0,83554
11169147,Santa Clarita,Los Angeles,3,4,3,2536,6838,34.396289,-118.563518,1986,554415,96378,1,1,2,4,0,83554
11169346,Santa Clarita,Los Angeles,3,3,3,2157,6422,34.403066,-118.554885,1986,426273,96378,1,1,2,4,1,83554
11169461,Santa Clarita,Los Angeles,4,4,4,3108,13809,34.403526,-118.558711,1987,730714,96378,1,1,2,1,1,83554
11169561,Santa Clarita,Los Angeles,2,2,2,940,531830,34.4123,-118.552,1987,245180,96378,1,1,2,4,1,83554
11169661,Santa Clarita,Los Angeles,1,1,1,880,531830,34.4123,-118.552,1987,145331,96378,1,1,2,4,1,83554
11169884,Santa Clarita,Los Angeles,2,2,2,1170,642861,34.403,-118.553,1988,63388,96378,1,1,2,4,1,83554
11170521,Santa Clarita,Los Angeles,1,1,1,804,315437,34.405,-118.557,1988,244794,96378,1,1,2,4,0,83554
11170821,Santa Clarita,Los Angeles,2,2,2,1000,842267,34.4107,-118.561,1989,285000,96378,1,1,2,7,0,83554
11170967,Santa Clarita,Los Angeles,3,2,3,1936,98142,34.421808,-118.569991,1999,570000,96378,1,1,2,4,1,83554
11171067,Santa Clarita,Los Angeles,2,2,2,1000,842267,34.4107,-118.561,1989,146131,96378,1,1,2,7,0,83554
11171167,Santa Clarita,Los Angeles,1,1,1,835,842267,34.4107,-118.561,1990,224000,96378,1,1,2,7,0,83554
11171267,Santa Clarita,Los Angeles,1,1,1,741,351525,34.4119,-118.563,1989,113076,96378,1,1,2,4,1,83554
11172688,Santa Clarita,Los Angeles,1,1,1,666,353084,34.4044,-118.47,1964,101977,96352,1,1,2,7,0,83554
11172811,Santa Clarita,Los Angeles,2,2,2,864,281364,34.4035,-118.472,1963,97987,96352,1,1,2,7,0,83554
11172934,Santa Clarita,Los Angeles,1,2,1,806,507315,34.4021,-118.472,1963,70303,96352,1,1,2,7,0,83554
11173034,Santa Clarita,Los Angeles,1,2,1,806,507315,34.4021,-118.472,1963,136000,96352,1,1,2,7,0,83554
11173172,Santa Clarita,Los Angeles,2,3,2,1479,572907,34.403175,-118.479058,1970,271266,96352,1,1,2,4,0,83554
11173618,Santa Clarita,Los Angeles,2,3,2,1570,35546,34.406717,-118.479769,1997,283639,91351,1,1,2,4,0,83554
11179690,Los Angeles,Los Angeles,3,4,3,2770,10496,34.294196,-118.540157,1969,326819,96356,1,1,2,4,1,52024
11179790,Los Angeles,Los Angeles,2,3,2,1486,11391,34.292588,-118.537543,1970,422007,96356,1,1,2,4,0,52024
11179913,Los Angeles,Los Angeles,2,3,2,1429,7924,34.277006,-118.533524,1972,284261,96356,1,0,2,7,0,52024
11180059,Los Angeles,Los Angeles,4,4,4,3810,11000,34.280847,-118.532368,1983,660901,96356,1,1,2,4,1,52024
11180282,Los Angeles,Los Angeles,3,4,3,3191,16043,34.28781,-118.531593,1981,979180,96356,1,1,2,4,1,52024
11180443,Los Angeles,Los Angeles,3,4,3,2585,10835,34.28028,-118.545261,1970,737712,96356,1,1,2,4,1,52024
11180566,Los Angeles,Los Angeles,2,3,2,1685,10987,34.282868,-118.541824,1973,386149,96356,1,1,2,7,0,52024
11180666,Los Angeles,Los Angeles,3,4,3,1935,8583,34.279398,-118.53839,1974,571564,96356,1,1,2,4,0,52024
11180889,Los Angeles,Los Angeles,3,4,3,2224,13560,34.276975,-118.540354,1965,700000,96356,1,1,2,4,1,52024
11181035,Los Angeles,Los Angeles,3,3,3,3047,11573,34.290172,-118.552586,1976,768945,96356,1,1,2,4,0,52024
11181840,Palmdale,Los Angeles,2,3,2,2333,122614,34.629103,-118.184778,1955,320032,97329,1,1,2,4,0,52392
11182054,Palmdale,Los Angeles,3,3,3,3567,225576,34.619159,-118.171915,1999,515573,97329,1,1,2,4,1,52392
11182077,Palmdale,Los Angeles,2,3,2,1727,97243,34.616921,-118.168537,1979,174577,97329,1,1,2,7,0,52392
11182199,Palmdale,Los Angeles,3,4,3,2553,112917,34.609997,-118.17156,2003,407450,97329,1,1,2,4,0,52392
11182379,Palmdale,Los Angeles,2,3,2,1398,8383,34.62185,-118.212578,1986,238000,97329,1,1,2,7,1,52392
11182479,Palmdale,Los Angeles,2,3,2,1421,8982,34.622562,-118.210371,1985,182379,97329,1,1,2,7,1,52392
11182579,Palmdale,Los Angeles,2,3,2,1386,7314,34.620925,-118.214821,1988,160862,97329,1,1,2,7,0,52392
11182748,Palmdale,Los Angeles,3,4,3,2371,7638,34.615522,-118.188001,1990,316000,97329,1,1,2,4,1,52392
11182848,Palmdale,Los Angeles,3,4,3,2980,6604,34.609505,-118.185977,1989,289461,97329,1,1,2,4,0,52392
11182994,Palmdale,Los Angeles,2,3,2,1691,13890,34.61727,-118.218283,1989,222418,97329,1,1,2,4,0,52392
11183040,Palmdale,Los Angeles,3,5,3,2603,12178,34.61721,-118.216831,1988,332000,97329,1,1,2,4,1,52392
11183186,Palmdale,Los Angeles,2,3,2,2030,17586,34.614468,-118.212354,2000,269691,97329,1,1,2,4,0,52392
11183209,Palmdale,Los Angeles,3,4,3,2384,69536,34.612868,-118.211113,2000,275555,97329,1,1,2,4,0,52392
