,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
3709,1600000US1215475,region.place,2013,28261.0,21883.0,43214.0,33755.0,25881.0,39266.0,68077.0,21473.0,25482.0,32017.0,2.2,21.2,3.4,23.1,20.2,14.5,4.0,6.5,4.9,Crestview,FL
3710,1600000US1254387,region.place,2013,26918.0,20898.0,37128.0,26742.0,22706.0,42196.0,67803.0,21448.0,19353.0,26612.0,7.3,27.0,2.0,19.5,21.1,10.8,4.6,5.5,2.2,Palm River-Clair Mel,FL
3718,1600000US1231075,region.place,2013,31468.0,23641.0,35655.0,27735.0,25800.0,35880.0,35667.0,25886.0,19591.0,29294.0,4.1,21.1,1.7,24.9,29.0,9.4,3.0,3.7,3.1,Holiday,FL
3722,1600000US1254450,region.place,2013,28657.0,17089.0,31967.0,21929.0,19898.0,30656.0,23081.0,22145.0,16600.0,22008.0,8.4,24.9,3.0,23.5,21.2,12.5,3.0,2.9,0.6,Palm Springs,FL
3723,1600000US1254525,region.place,2013,46468.0,35271.0,89400.0,55484.0,41531.0,51887.0,85663.0,27195.0,33315.0,37771.0,1.5,5.7,1.8,12.4,19.5,12.5,2.6,11.9,32.1,Palm Valley,FL
3724,1600000US1241775,region.place,2013,44888.0,32022.0,62438.0,44019.0,37766.0,52156.0,68992.0,31703.0,20438.0,36051.0,3.1,8.3,1.7,16.2,16.6,15.6,7.6,10.8,20.1,Lutz,FL
3726,1600000US1269250,region.place,2013,42089.0,21153.0,53258.0,30446.0,25204.0,32639.0,43450.0,20662.0,7097.0,25638.0,1.4,13.8,1.4,15.1,19.4,20.5,7.9,8.4,12.1,Sun City Center,FL
3730,1600000US1276675,region.place,2013,26070.0,17918.0,36729.0,21343.0,20000.0,41741.0,43036.0,20279.0,12610.0,24196.0,8.9,24.2,3.1,24.9,21.7,9.1,3.2,3.2,1.7,West Pensacola,FL
3734,1600000US1276500,region.place,2013,32012.0,24987.0,45041.0,38096.0,29542.0,42406.0,61743.0,25207.0,15875.0,27984.0,4.4,16.6,2.9,20.1,20.7,14.5,7.0,6.5,7.3,West Melbourne,FL
3739,1600000US1235350,region.place,2013,27188.0,21271.0,30757.0,22018.0,21701.0,28603.0,43532.0,21544.0,15882.0,26020.0,4.6,24.6,2.8,35.0,20.2,8.1,0.5,2.8,1.4,Jasmine Estates,FL
3741,1600000US1269812,region.place,2013,39508.0,32055.0,51250.0,30965.0,31682.0,38042.0,74159.0,23065.0,18990.0,40231.0,6.1,16.4,2.2,16.0,17.4,13.6,3.6,9.2,15.5,Sunset,FL
3744,1600000US1247550,region.place,2013,26843.0,18681.0,27181.0,21369.0,20377.0,29524.0,36771.0,26425.0,15539.0,22339.0,7.9,30.9,4.4,20.1,16.5,13.2,2.4,2.6,2.0,Myrtle Grove,FL
3745,1600000US1262275,region.place,2013,34413.0,28654.0,32439.0,26660.0,27220.0,51568.0,44840.0,29534.0,20859.0,31626.0,1.9,25.9,1.4,23.0,23.4,9.8,3.4,4.8,6.4,Ruskin,FL
3752,1600000US1259200,region.place,2013,35709.0,19173.0,47907.0,28364.0,23333.0,33977.0,44375.0,18354.0,8898.0,26455.0,8.0,12.1,4.9,17.8,17.5,14.9,3.0,10.1,11.7,Punta Gorda,FL
3763,1600000US1251650,region.place,2013,19854.0,16854.0,23778.0,21436.0,18838.0,30625.0,78092.0,17240.0,16239.0,26020.0,21.5,34.9,3.9,17.2,13.6,2.6,2.4,2.5,1.4,Opa-locka,FL
3767,1600000US1264325,region.place,2013,37726.0,29316.0,39948.0,30153.0,29629.0,42855.0,47112.0,27273.0,20531.0,33669.0,5.3,15.7,0.4,20.5,28.4,12.5,5.5,7.3,4.4,Sarasota Springs,FL
3770,1600000US1248500,region.place,2013,27490.0,19447.0,33263.0,23681.0,21129.0,44701.0,41691.0,21730.0,19115.0,23731.0,7.4,26.8,1.8,25.4,18.5,8.6,3.5,3.7,4.3,New Port Richey,FL
3776,1600000US1238950,region.place,2013,28631.0,19243.0,33896.0,22182.0,20947.0,38421.0,44500.0,21588.0,15859.0,28232.0,6.3,26.3,3.1,22.5,22.1,10.3,4.3,3.0,2.1,Lake Wales,FL
3781,1600000US1271225,region.place,2013,31381.0,21434.0,40189.0,25023.0,21942.0,38854.0,75234.0,25597.0,15777.0,20846.0,9.9,15.9,2.2,21.4,20.2,13.2,5.7,6.3,5.2,Tavares,FL
3782,1600000US1278740,region.place,2013,41878.0,35965.0,70335.0,49896.0,40906.0,58631.0,74509.0,34400.0,9612.0,40803.0,2.0,2.2,1.2,13.8,25.2,13.8,9.1,18.2,14.5,World Golf Village,FL
3786,1600000US1251475,region.place,2013,31268.0,21560.0,34096.0,26023.0,24701.0,35797.0,67763.0,20897.0,16856.0,31450.0,8.0,22.1,4.2,19.2,17.5,11.4,5.1,6.2,6.3,Olympia Heights,FL
3793,1600000US1279225,region.place,2013,33905.0,24471.0,38244.0,31080.0,26818.0,35125.0,25898.0,24837.0,30664.0,31048.0,6.0,15.5,1.1,27.1,20.2,17.1,6.5,3.9,2.6,Zephyrhills,FL
3795,1600000US1205025,region.place,2013,31142.0,23970.0,40633.0,33581.0,27546.0,40464.0,45938.0,28679.0,11852.0,32898.0,3.1,18.6,0.3,25.0,28.8,16.1,1.8,4.0,2.3,Bellair-Meadowbrook Terrace,FL
3797,1600000US1271725,region.place,2013,32933.0,22031.0,43533.0,30379.0,25725.0,46250.0,90972.0,25514.0,22265.0,31750.0,3.8,17.3,0.9,22.8,23.8,11.7,6.4,7.3,6.0,Thonotosassa,FL
3799,1600000US1202850,region.place,2013,25902.0,18453.0,30674.0,22389.0,20398.0,27738.0,41186.0,27896.0,16763.0,27845.0,11.0,27.4,1.8,25.2,20.9,8.9,2.9,1.4,0.5,Azalea Park,FL
3800,1600000US1262500,region.place,2013,28772.0,15740.0,36016.0,20394.0,18642.0,35240.0,45089.0,23014.0,21250.0,22584.0,6.1,24.1,6.2,17.9,12.8,13.6,4.9,8.6,5.8,St. Augustine,FL
3801,1600000US1248750,region.place,2013,37932.0,25006.0,43429.0,35114.0,28019.0,42331.0,71360.0,24837.0,10117.0,32253.0,3.8,12.3,1.5,19.1,22.6,12.4,8.5,11.1,8.7,Niceville,FL
3802,1600000US1202400,region.place,2013,41427.0,31775.0,48523.0,34539.0,32646.0,49694.0,66250.0,26086.0,18056.0,28750.0,4.3,13.5,1.6,18.1,18.5,12.4,6.5,7.6,17.5,Atlantic Beach,FL
3803,1600000US1254250,region.place,2013,30768.0,20620.0,34717.0,27184.0,23638.0,42829.0,62969.0,24479.0,14644.0,26474.0,5.7,17.9,2.4,29.5,17.3,10.7,3.5,6.1,6.9,Palmetto,FL
3816,1600000US1278000,region.place,2013,43876.0,35302.0,46758.0,38939.0,37814.0,45815.0,79167.0,28349.0,16076.0,39063.0,3.6,14.8,1.7,13.3,22.5,13.2,8.5,8.6,13.8,Wilton Manors,FL
3819,1600000US1235890,region.place,2013,43525.0,29344.0,55143.0,44762.0,36827.0,58604.0,65338.0,30677.0,30987.0,40714.0,1.9,12.0,1.4,13.6,17.7,19.8,5.7,14.4,13.5,Jupiter Farms,FL
3823,1600000US1222175,region.place,2013,33143.0,25425.0,52377.0,37933.0,29394.0,41583.0,66063.0,14563.0,12452.0,27057.0,4.6,11.1,1.5,20.3,17.8,15.5,4.0,13.5,11.7,Fernandina Beach,FL
3827,1600000US1217725,region.place,2013,38300.0,30989.0,72569.0,57938.0,40160.0,48913.0,91780.0,32069.0,20417.0,37868.0,2.6,8.5,0.3,14.9,15.4,15.7,3.8,13.2,25.6,Doctor Phillips,FL
3830,1600000US1213175,region.place,2013,38384.0,26895.0,54271.0,34819.0,30403.0,46500.0,71875.0,27278.0,30188.0,25052.0,2.4,13.7,2.4,21.0,15.7,9.3,5.0,13.4,17.1,Cocoa Beach,FL
3835,1600000US1228050,region.place,2013,33306.0,23776.0,34583.0,26853.0,25846.0,37625.0,45325.0,22452.0,30323.0,27292.0,12.2,16.0,3.1,20.6,27.5,11.7,1.8,6.5,0.6,Gulf Gate Estates,FL
3836,1600000US1236375,region.place,2013,35047.0,23220.0,40911.0,30146.0,26390.0,39468.0,62014.0,20000.0,21037.0,29085.0,5.8,18.4,3.3,16.5,21.4,12.4,6.0,4.6,11.6,Key Largo,FL
3837,1600000US1239062,region.place,2013,37259.0,27696.0,41104.0,32246.0,30790.0,43000.0,47054.0,32037.0,30084.0,30359.0,1.3,13.9,1.7,25.6,28.1,14.8,7.4,5.5,1.7,Lakewood Park,FL
3838,1600000US1251825,region.place,2013,29892.0,22973.0,40323.0,30032.0,25315.0,39054.0,32375.0,26635.0,20548.0,31234.0,4.4,21.7,0.2,22.6,23.1,18.9,2.5,2.0,4.6,Orange City,FL
3845,1600000US1245175,region.place,2013,43135.0,32240.0,55965.0,44375.0,39438.0,47926.0,72340.0,31700.0,9567.0,40724.0,4.5,9.4,1.1,13.7,19.5,15.3,4.6,12.3,19.6,Miami Shores,FL
3850,1600000US1264400,region.place,2013,44568.0,26407.0,49375.0,41626.0,36902.0,44707.0,60982.0,26769.0,37455.0,30920.0,2.2,10.5,1.8,13.2,27.1,15.4,6.9,9.3,13.6,Satellite Beach,FL
3853,1600000US1256500,region.place,2013,25098.0,18018.0,27181.0,21524.0,20762.0,32188.0,21691.0,20181.0,18188.0,26146.0,7.6,30.0,2.8,27.5,16.3,8.8,3.0,2.7,1.3,Pine Castle,FL
3859,1600000US1229425,region.place,2013,28906.0,17810.0,35574.0,15689.0,16711.0,28355.0,50208.0,18224.0,12222.0,26220.0,6.4,18.7,6.3,24.4,21.6,7.8,4.8,7.7,2.3,Hernando,FL
3861,1600000US1204925,region.place,2013,41553.0,25930.0,49324.0,31048.0,27318.0,48353.0,80183.0,26192.0,14668.0,26120.0,3.3,15.3,1.2,13.6,21.6,15.2,4.7,9.3,15.8,Bee Ridge,FL
3862,1600000US1257058,region.place,2013,30208.0,18510.0,49167.0,30343.0,20690.0,36148.0,86439.0,13868.0,19808.0,25139.0,7.0,16.8,4.8,12.1,21.2,15.6,2.4,4.1,16.0,Pine Ridge,FL
3863,1600000US1262885,region.place,2013,45382.0,24266.0,71834.0,39732.0,31832.0,51364.0,50462.0,14679.0,23160.0,31193.0,0.8,13.9,4.2,10.4,20.6,11.1,3.5,14.4,21.1,St. Pete Beach,FL
3873,1600000US1268275,region.place,2013,26170.0,16670.0,35615.0,25182.0,20623.0,32857.0,33125.0,18299.0,10639.0,29329.0,3.6,23.7,5.7,29.5,19.4,10.2,2.6,5.1,0.2,Springfield,FL
3884,1600000US1260225,region.place,2013,31193.0,26018.0,29902.0,26558.0,26261.0,40212.0,52524.0,29950.0,23708.0,25598.0,8.8,16.0,4.1,23.7,17.9,21.2,3.0,2.5,2.8,Richmond Heights,FL
3886,1600000US1233450,region.place,2013,40525.0,28135.0,51705.0,35610.0,30283.0,49479.0,98553.0,25264.0,20824.0,29349.0,3.6,13.5,1.2,14.5,18.3,13.7,3.9,12.2,19.1,Indian Harbour Beach,FL
3888,1600000US1243925,region.place,2013,34984.0,27260.0,45338.0,37901.0,31925.0,42115.0,49776.0,29349.0,19402.0,33726.0,1.7,13.1,2.1,25.8,21.4,17.8,5.0,7.2,5.9,Medulla,FL
3890,1600000US1255540,region.place,2013,54453.0,40227.0,68081.0,42025.0,41476.0,62679.0,88162.0,27147.0,26713.0,36347.0,3.9,8.1,0.3,14.9,15.5,9.1,10.4,21.5,16.3,Pebble Creek,FL
3895,1600000US1212412,region.place,2013,30205.0,23078.0,55859.0,40133.0,30618.0,40142.0,33646.0,31646.0,12169.0,31094.0,2.5,20.0,4.8,16.4,19.4,10.3,9.6,5.8,11.2,Citrus Hills,FL
3901,1600000US1201750,region.place,2013,26171.0,20890.0,26948.0,23750.0,22389.0,48214.0,50966.0,21845.0,19402.0,31885.0,13.5,26.7,3.5,27.2,13.9,9.1,0.8,2.0,3.3,Arcadia,FL
3905,1600000US1253100,region.place,2013,24731.0,17711.0,27425.0,22465.0,18966.0,38229.0,44911.0,19333.0,17734.0,25844.0,5.2,34.6,0.4,26.6,18.5,10.8,1.6,1.3,1.0,Orlovista,FL
3909,1600000US1262550,region.place,2013,30725.0,22285.0,42285.0,33262.0,25966.0,36373.0,48977.0,21794.0,16742.0,29485.0,1.6,20.1,1.3,19.8,25.7,10.6,4.5,11.4,5.0,St. Augustine Shores,FL
3913,1600000US1211285,region.place,2013,52167.0,30368.0,62297.0,47422.0,39688.0,42045.0,65156.0,33750.0,31000.0,36744.0,0.7,6.7,0.7,17.8,16.5,13.7,8.1,17.9,17.9,Celebration,FL
3921,1600000US1240875,region.place,2013,25813.0,21622.0,23254.0,18183.0,20000.0,14583.0,44559.0,22880.0,12917.0,26250.0,20.3,30.4,0.4,20.3,15.0,10.3,1.1,1.3,0.9,Live Oak,FL
3922,1600000US1238287,region.place,2013,42003.0,25452.0,43909.0,36195.0,29916.0,42838.0,84195.0,24865.0,19643.0,33375.0,2.6,15.3,0.3,19.3,18.6,14.7,7.5,11.2,10.5,Lake Lorraine,FL
3935,1600000US1235950,region.place,2013,29182.0,22369.0,37542.0,26938.0,24873.0,44063.0,67821.0,24857.0,14679.0,32404.0,7.4,18.2,4.1,27.7,17.2,8.0,4.7,9.6,3.1,Kathleen,FL
3950,1600000US1255750,region.place,2013,30560.0,26050.0,33450.0,25743.0,25996.0,36435.0,31250.0,29216.0,14747.0,27088.0,3.7,18.4,3.4,34.3,26.2,11.5,0.3,1.3,0.9,Pembroke Park,FL
3953,1600000US1233585,region.place,2013,32238.0,26648.0,36492.0,28071.0,27401.0,44875.0,51641.0,24333.0,27806.0,21451.0,1.8,12.5,5.9,32.3,23.0,13.0,6.2,2.8,2.5,Indian River Estates,FL
3963,1600000US1254500,region.place,2013,39536.0,32177.0,44336.0,40824.0,34031.0,43711.0,46992.0,32907.0,22589.0,42604.0,5.0,11.9,1.4,21.1,25.3,9.5,5.6,9.7,10.5,Palm Springs North,FL
3974,1600000US1250925,region.place,2013,26556.0,17756.0,48401.0,31402.0,24583.0,23625.0,69044.0,24356.0,30278.0,32854.0,4.1,19.8,1.6,20.5,16.8,20.2,6.2,7.2,3.6,Ocean City,FL
3999,1600000US1277137,region.place,2013,46690.0,30585.0,58542.0,36929.0,32034.0,34063.0,75962.0,27396.0,19000.0,33000.0,1.4,9.7,1.6,16.1,21.0,10.1,11.4,12.5,16.2,Whiskey Creek,FL
4016,1600000US1240037,region.place,2013,32108.0,26875.0,31962.0,31268.0,29594.0,53558.0,54750.0,21808.0,14773.0,30791.0,8.4,16.5,0.8,30.6,8.9,10.9,0.8,12.8,10.3,Lely Resort,FL
4022,1600000US1271800,region.place,2013,22404.0,12944.0,27983.0,19173.0,17539.0,19632.0,8862.0,22208.0,17933.0,14495.0,13.3,30.0,1.2,32.6,17.4,2.3,1.4,1.2,0.6,Tice,FL
4036,1600000US1224975,region.place,2013,35035.0,22471.0,43421.0,30164.0,27959.0,62826.0,58875.0,26800.0,21014.0,36964.0,6.4,16.8,3.6,19.1,19.5,19.1,6.8,4.2,4.5,Fruitland Park,FL
4040,1600000US1231025,region.place,2013,40588.0,26843.0,41764.0,35655.0,30797.0,58942.0,54875.0,23950.0,15856.0,30931.0,1.0,17.3,2.5,17.5,22.2,15.5,4.8,14.5,4.7,Holden Heights,FL
4044,1600000US1206425,region.place,2013,38424.0,26462.0,41642.0,36284.0,31392.0,36725.0,74500.0,31361.0,17476.0,38152.0,1.5,15.9,1.9,16.8,21.5,14.9,13.2,7.5,6.8,Big Pine Key,FL
4045,1600000US1243375,region.place,2013,32784.0,28142.0,48431.0,35144.0,31220.0,49757.0,100352.0,26048.0,25682.0,32274.0,5.1,11.5,0.9,26.2,18.0,11.7,6.6,4.8,15.2,Mary Esther,FL
4052,1600000US1205075,region.place,2013,49375.0,32283.0,89417.0,54205.0,44712.0,47969.0,77167.0,35329.0,50769.0,39342.0,1.8,8.4,0.8,11.0,12.3,19.4,2.8,9.8,33.7,Belleair,FL
4070,1600000US1230200,region.place,2013,39557.0,30333.0,77750.0,65365.0,38880.0,81250.0,55750.0,31500.0,25282.0,38047.0,2.7,3.9,9.1,14.7,10.1,17.4,5.5,5.2,31.4,Highland Beach,FL
4078,1600000US1211150,region.place,2013,30774.0,22536.0,30875.0,21095.0,21514.0,22431.0,42321.0,22591.0,18958.0,30893.0,11.0,30.4,0.8,19.3,21.2,7.9,1.1,4.2,4.1,Cedar Grove,FL
4082,1600000US1220375,region.place,2013,24408.0,20505.0,26250.0,25502.0,23200.0,51600.0,35815.0,18375.0,6674.0,26353.0,6.8,27.3,11.4,15.5,11.4,13.0,1.3,7.8,5.5,Ellenton,FL
4086,1600000US1237500,region.place,2013,27232.0,25830.0,30663.0,27049.0,26477.0,24444.0,39366.0,25446.0,23050.0,30647.0,2.3,22.5,2.6,40.8,7.8,5.7,4.4,4.3,9.6,Laguna Beach,FL
4105,1600000US1230750,region.place,2013,33846.0,20580.0,51875.0,37064.0,21826.0,23750.0,76435.0,35982.0,14224.0,32500.0,2.5,20.5,3.9,8.1,24.0,14.0,7.7,16.0,3.3,Hilliard,FL
4109,1600000US1241400,region.place,2013,39193.0,29932.0,31278.0,30602.0,30438.0,37273.0,40724.0,31211.0,15685.0,35080.0,3.6,16.5,4.0,26.0,30.4,13.2,0.8,3.4,2.1,Loughman,FL
4114,1600000US1216450,region.place,2013,26835.0,21349.0,21133.0,18056.0,19335.0,21250.0,49875.0,20714.0,23456.0,26600.0,10.4,31.7,6.2,17.5,16.7,11.3,3.1,2.6,0.5,Davenport,FL
4123,1600000US1258962,region.place,2013,29695.0,24054.0,56500.0,35938.0,29784.0,55650.0,96902.0,30729.0,11648.0,24399.0,1.0,24.1,1.1,16.9,9.4,17.1,3.3,10.2,16.9,Pretty Bayou,FL
4125,1600000US1242625,region.place,2013,31552.0,26628.0,54219.0,37267.0,30457.0,48864.0,50515.0,26667.0,26563.0,27750.0,1.4,5.2,1.0,32.1,15.5,14.5,8.5,9.7,12.1,Malabar,FL
4131,1600000US1275300,region.place,2013,26286.0,25122.0,38631.0,25962.0,25250.0,56250.0,39583.0,23564.0,25962.0,25087.0,1.5,28.0,3.2,21.8,28.4,7.1,1.2,1.5,7.3,Watertown,FL
4134,1600000US1246500,region.place,2013,28984.0,21707.0,31895.0,26291.0,25129.0,33750.0,81042.0,25528.0,14688.0,20875.0,8.1,22.4,2.7,22.8,9.5,20.1,1.4,6.7,6.3,Monticello,FL
4143,1600000US1250525,region.place,2013,47708.0,30192.0,64853.0,57422.0,41399.0,63125.0,51917.0,27396.0,22188.0,41326.0,3.8,7.4,0.6,7.3,22.4,19.3,6.5,10.3,22.4,Oakland,FL
4148,1600000US1229150,region.place,2013,33609.0,31288.0,50568.0,43611.0,33965.0,36563.0,55000.0,32321.0,23750.0,34544.0,2.8,14.0,3.0,23.3,20.2,12.9,8.6,9.8,5.4,Havana,FL
4150,1600000US1218875,region.place,2013,26813.0,21899.0,41607.0,36028.0,29340.0,51250.0,33750.0,35625.0,34000.0,28548.0,4.4,24.4,0.7,19.7,22.9,14.0,3.7,7.8,2.4,Eagle Lake,FL
4154,1600000US1206350,region.place,2013,44091.0,22743.0,43152.0,21875.0,22580.0,49779.0,83750.0,18789.0,28750.0,38264.0,7.8,18.7,1.0,12.3,25.0,13.3,2.7,11.8,7.4,Big Coppitt Key,FL
4164,1600000US1271250,region.place,2013,31402.0,21125.0,39375.0,30282.0,27833.0,29333.0,93669.0,20625.0,36250.0,40455.0,3.4,21.5,4.7,21.2,12.4,4.7,2.5,9.5,20.1,Tavernier,FL
4170,1600000US1201125,region.place,2013,41250.0,31250.0,55900.0,31543.0,31457.0,31429.0,75625.0,31415.0,13026.0,52446.0,3.3,6.3,2.2,24.4,11.2,28.7,9.1,8.0,6.8,Alva,FL
4197,1600000US1224825,region.place,2013,26680.0,21118.0,50125.0,37788.0,27448.0,41731.0,49643.0,26761.0,30256.0,30521.0,3.4,19.0,0.2,23.9,18.7,16.0,6.1,3.9,8.8,Freeport,FL
4231,1600000US1259725,region.place,2013,65000.0,38365.0,60417.0,48906.0,42875.0,71953.0,71406.0,34750.0,33333.0,35500.0,1.3,8.4,2.5,9.8,13.6,16.0,8.0,14.2,26.2,Redington Beach,FL
4246,1600000US1244300,region.place,2013,42500.0,30690.0,48598.0,43594.0,35785.0,60893.0,52031.0,36417.0,35208.0,28750.0,2.1,6.4,2.4,17.1,33.2,12.6,4.5,10.7,11.0,Mexico Beach,FL
4268,1600000US1254425,region.place,2013,42273.0,30938.0,57250.0,40208.0,36250.0,65125.0,54524.0,31250.0,6250.0,36280.0,3.8,8.1,1.5,10.4,24.8,19.0,8.6,14.4,9.4,Palm Shores,FL
4350,1600000US1278925,region.place,2013,27000.0,16607.0,50192.0,26563.0,17054.0,48750.0,52250.0,25893.0,9583.0,7337.0,6.0,9.5,6.0,22.6,20.2,23.8,2.4,2.4,7.1,Yankeetown,FL
4449,1600000US1304000,region.place,2013,44071.0,27471.0,56230.0,37591.0,31950.0,52156.0,70393.0,21980.0,16051.0,27318.0,3.8,13.2,2.3,13.8,16.0,14.7,6.0,10.4,19.8,Atlanta,GA
4451,1600000US1319000,region.place,2013,31368.0,21894.0,39512.0,29520.0,25500.0,43234.0,61366.0,23923.0,15959.0,29734.0,6.2,19.5,2.7,21.2,19.8,13.1,4.9,6.2,6.4,Columbus,GA
4453,1600000US1303440,region.place,2013,32833.0,15516.0,37884.0,20581.0,17169.0,33212.0,48042.0,22913.0,16606.0,26542.0,5.6,20.6,2.3,21.3,20.2,13.2,3.6,5.4,7.8,Athens-Clarke County,GA
4456,1600000US1367284,region.place,2013,47877.0,30407.0,64249.0,49257.0,38260.0,63450.0,76195.0,24463.0,17697.0,32632.0,4.0,14.5,1.7,12.1,13.1,11.4,6.1,10.4,26.7,Roswell,GA
4457,1600000US1342425,region.place,2013,60988.0,38270.0,88671.0,77511.0,53276.0,71135.0,93406.0,30818.0,19962.0,43477.0,1.4,5.8,1.5,7.6,13.6,12.2,6.7,18.5,32.7,Johns Creek,GA
4461,1600000US1349756,region.place,2013,38569.0,22415.0,37435.0,26791.0,24890.0,45270.0,55221.0,20146.0,13545.0,26482.0,6.4,20.3,2.3,16.9,20.7,11.3,3.8,8.1,10.2,Marietta,GA
4463,1600000US1371492,region.place,2013,45702.0,36233.0,56593.0,44545.0,40242.0,52773.0,69752.0,24924.0,19120.0,33188.0,3.4,11.2,1.0,15.1,18.5,14.2,6.7,11.6,18.3,Smyrna,GA
4470,1600000US1325720,region.place,2013,33442.0,25000.0,36498.0,26741.0,25913.0,41276.0,54697.0,25330.0,15092.0,30438.0,4.5,20.0,3.4,22.4,21.3,14.5,4.2,6.0,3.7,East Point,GA
4471,1600000US1359724,region.place,2013,49786.0,29171.0,86944.0,62581.0,44718.0,62168.0,80101.0,29972.0,19194.0,37256.0,2.7,8.1,0.7,8.6,14.0,16.8,6.5,12.2,30.4,Peachtree City,GA
4475,1600000US1351670,region.place,2013,57620.0,39041.0,110079.0,98594.0,63440.0,84422.0,101289.0,26223.0,53750.0,43082.0,0.5,4.2,1.3,5.2,11.9,11.5,7.6,12.0,45.8,Milton,GA
4478,1600000US1328044,region.place,2013,50282.0,27003.0,71373.0,56575.0,43453.0,61554.0,70189.0,33596.0,30990.0,40571.0,2.4,6.6,0.6,10.6,14.9,19.0,9.2,15.3,21.4,Evans,GA
4479,1600000US1323900,region.place,2013,43567.0,28934.0,46007.0,35958.0,32053.0,46074.0,65982.0,30335.0,18060.0,31586.0,4.6,9.4,0.8,17.9,29.2,14.3,5.5,10.6,7.7,Douglasville,GA
4483,1600000US1345488,region.place,2013,32409.0,23303.0,40686.0,30033.0,25052.0,43565.0,58472.0,24539.0,14567.0,30882.0,6.7,17.9,2.0,24.4,18.0,13.4,5.5,8.6,3.5,Lawrenceville,GA
4484,1600000US1377652,region.place,2013,46624.0,34821.0,49734.0,36864.0,36032.0,52169.0,66635.0,26691.0,14559.0,31928.0,3.6,12.4,2.0,13.6,21.3,13.9,5.7,10.1,17.4,Tucker,GA
4488,1600000US1313492,region.place,2013,34306.0,14165.0,44794.0,19028.0,16415.0,42442.0,57054.0,22487.0,14613.0,32720.0,6.2,21.0,3.5,12.6,20.1,14.4,6.5,6.7,9.0,Carrollton,GA
4492,1600000US1348624,region.place,2013,35405.0,25157.0,46113.0,35243.0,30138.0,42500.0,52087.0,30310.0,17080.0,34024.0,1.3,18.3,1.2,18.9,27.2,20.2,4.1,4.3,4.5,McDonough,GA
4493,1600000US1300408,region.place,2013,41988.0,25123.0,42485.0,34891.0,32279.0,44264.0,52565.0,28443.0,19150.0,33026.0,2.6,18.3,2.5,14.6,24.1,18.0,5.9,7.5,6.5,Acworth,GA
4497,1600000US1322052,region.place,2013,67073.0,50801.0,81806.0,59735.0,53576.0,65673.0,70641.0,25543.0,22938.0,26422.0,2.7,5.5,1.0,6.0,12.5,14.9,9.8,16.3,31.3,Decatur,GA
4498,1600000US1374180,region.place,2013,40119.0,22500.0,58039.0,40784.0,32273.0,52980.0,61401.0,30573.0,15613.0,40023.0,4.4,10.0,3.2,16.1,19.8,15.8,5.9,12.1,12.7,Sugar Hill,GA
4502,1600000US1376224,region.place,2013,29840.0,18738.0,36335.0,27571.0,21537.0,40142.0,54337.0,18079.0,13038.0,26788.0,8.9,26.0,1.9,15.2,19.0,12.1,4.5,7.0,5.4,Thomasville,GA
4504,1600000US1367984,region.place,2013,30889.0,20758.0,39605.0,36473.0,29449.0,42420.0,56538.0,25222.0,20030.0,34387.0,3.3,21.3,1.4,18.3,26.4,13.9,4.0,7.0,4.4,St. Marys,GA
4507,1600000US1376476,region.place,2013,32261.0,19639.0,39688.0,22406.0,21325.0,43341.0,55244.0,19854.0,16305.0,30264.0,5.3,23.3,2.5,18.3,22.3,12.5,3.1,4.0,8.7,Tifton,GA
4512,1600000US1343640,region.place,2013,27821.0,20245.0,47135.0,40438.0,29906.0,43750.0,48214.0,27759.0,20417.0,31328.0,4.1,20.0,1.9,17.8,23.4,16.0,7.7,4.9,4.2,Kingsland,GA
4525,1600000US1362524,region.place,2013,45997.0,32910.0,52627.0,37926.0,34627.0,53333.0,66250.0,28986.0,12431.0,38074.0,3.2,7.6,3.6,14.0,23.3,19.2,9.0,13.0,7.1,Powder Springs,GA
4533,1600000US1311784,region.place,2013,31903.0,18427.0,35342.0,25741.0,22040.0,44167.0,81853.0,26495.0,17160.0,32409.0,5.8,28.5,1.2,16.7,13.4,12.5,5.1,6.3,10.5,Buford,GA
4534,1600000US1304896,region.place,2013,23121.0,21393.0,35667.0,23758.0,22095.0,37917.0,50096.0,22169.0,20427.0,25737.0,10.2,31.8,3.4,19.5,12.2,11.5,2.7,4.1,4.6,Bainbridge,GA
4536,1600000US1321017,region.place,2013,28946.0,19667.0,37747.0,28148.0,27010.0,43317.0,71875.0,31161.0,16741.0,38404.0,4.7,17.3,2.6,23.6,23.0,15.3,6.2,3.5,3.8,Cusseta-Chattahoochee County,GA
4538,1600000US1353186,region.place,2013,42341.0,31859.0,63457.0,40689.0,36656.0,52706.0,66115.0,36719.0,15795.0,33293.0,3.0,7.4,2.4,12.4,22.5,14.7,9.4,10.3,17.9,Mountain Park,GA
