,zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools
26679,11706961,Northridge,Los Angeles,4,4,4,2256,5588,34003950,-118297717,1946,295695,96018,4,0,2,7,0
26680,11706984,Northridge,Los Angeles,2,3,2,1624,6600,34004653,-118296356,1923,40950,96018,1,0,7,7,0
26681,11707053,Northridge,Los Angeles,2,5,2,2029,5966,34007040,-118296936,1923,38706,96018,2,0,2,7,0
26682,11707283,Northridge,Los Angeles,1,3,1,1470,5999,34006629,-118294216,1919,120640,96018,1,0,2,7,0
26683,11707329,Northridge,Los Angeles,1,3,1,1256,6750,34004782,-118293578,1920,175515,96018,1,0,2,7,0
26684,11707571,Northridge,Los Angeles,5,7,5,2464,6449,34009753,-118299602,1913,297853,96018,2,0,2,7,0
26685,11707916,Northridge,Los Angeles,2,2,2,1668,6704,34007996,-118302867,1914,300000,96043,2,0,2,7,0
26686,11708039,Northridge,Los Angeles,1,2,1,1572,6216,34007980,-118299603,1911,101578,96018,1,0,7,7,0
26687,11708062,Northridge,Los Angeles,4,8,4,3018,6449,34005577,-118299606,1911,550000,96018,2,0,2,7,0
26688,11708223,Northridge,Los Angeles,1,2,1,1394,5851,34004958,-118305515,1915,159786,96043,1,0,7,7,0
26689,11708322,Northridge,Los Angeles,1,2,1,1817,5875,34004341,-118309920,1917,39519,96043,1,0,2,7,0
26690,11709739,Northridge,Los Angeles,1,2,1,1139,4274,34005792,-118323615,1928,44216,95989,1,0,7,7,0
26691,11710083,Northridge,Los Angeles,1,2,1,1242,5011,34004851,-118320171,1931,187349,95989,1,0,7,7,0
26692,11710411,Northridge,Los Angeles,2,2,2,1716,4428,34009188,-118331242,1935,227620,95989,1,0,2,7,0
26693,11710472,Northridge,Los Angeles,2,3,2,2142,4590,34007079,-118332101,1935,324194,95989,1,0,2,4,0
26694,11710510,Northridge,Los Angeles,4,6,4,3220,5057,34007310,-118333270,1931,494689,95989,2,0,2,4,0
26695,11710845,Northridge,Los Angeles,2,3,2,1307,6889,34019499,-118366634,1950,67270,95997,1,0,7,7,0
26696,11710914,Northridge,Los Angeles,3,4,3,2126,6073,34021241,-118366374,1950,402363,95997,1,0,2,7,0
26697,11711113,Northridge,Los Angeles,1,1,1,1018,588738,34019900,-118364000,1945,107000,95997,1,0,7,7,0
26698,11711213,Northridge,Los Angeles,1,2,1,1100,557296,34019540,-118360819,1942,115000,95997,1,0,2,7,0
26699,11711336,Northridge,Los Angeles,1,2,1,1100,529449,34019618,-118358626,1942,134000,95997,1,0,7,7,0
26700,11711436,Northridge,Los Angeles,1,2,1,1100,552040,34019875,-118356927,1942,82121,95997,1,0,7,7,0
26701,11711697,Northridge,Los Angeles,2,3,2,1934,7661,34005828,-118341866,1957,522549,95989,1,0,2,4,0
26702,11711758,Northridge,Los Angeles,4,6,4,3514,8463,34004924,-118344627,1953,77677,95989,4,0,2,7,0
26703,11711972,Northridge,Los Angeles,3,3,3,2370,6923,34004640,-118353762,1955,739320,95989,1,0,2,4,0
26704,11712087,Northridge,Los Angeles,3,3,3,2938,6428,34002299,-118355087,1957,148328,95989,1,0,2,1,0
26705,11712460,Northridge,Los Angeles,3,3,3,2913,6668,34009174,-118352843,1987,639412,95989,1,0,2,4,0
26706,11712560,Northridge,Los Angeles,3,3,3,2020,7763,34007724,-118352847,1956,535763,95989,1,0,2,4,0
26707,11712721,Northridge,Los Angeles,2,3,2,1876,8708,34017189,-118356296,1947,134110,95989,1,0,7,7,0
26708,11712821,Northridge,Los Angeles,3,4,3,2156,9060,34016094,-118360209,1947,334869,95989,1,0,7,4,0
26709,11712921,Northridge,Los Angeles,2,3,2,2064,7907,34016825,-118365228,1947,442698,95989,1,1,2,4,0
26710,11712944,Northridge,Los Angeles,2,3,2,1420,7010,34018098,-118367842,1950,558948,95989,1,0,2,7,0
26711,11713044,Northridge,Los Angeles,2,2,2,1731,8446,34016699,-118369355,1953,81756,95989,1,0,2,4,0
26712,11713350,Northridge,Los Angeles,3,4,3,2208,12699,34014356,-118360392,1969,698114,95989,1,0,2,4,1
26713,11713373,Northridge,Los Angeles,2,2,2,1928,11791,34009649,-118359897,1957,182582,95989,1,0,2,4,1
26714,11713465,Northridge,Los Angeles,3,2,3,2633,10239,34012228,-118364848,1962,144953,95989,1,0,2,4,0
26715,11713856,Northridge,Los Angeles,3,4,3,2650,7293,34007188,-118347001,1955,113579,95989,1,0,2,4,0
26716,11714172,Northridge,Los Angeles,7,6,7,4882,8208,34009393,-118341544,1956,512077,95989,3,0,2,7,0
26717,11715230,Northridge,Los Angeles,2,3,2,1678,6002,34012374,-118326887,1941,96369,95989,1,0,2,7,0
26718,11715499,Northridge,Los Angeles,2,2,2,1464,6080,34014875,-118324869,1940,60329,95989,1,0,2,4,0
26719,11715599,Northridge,Los Angeles,2,4,2,2497,5999,34013472,-118323495,1933,114660,95989,1,0,2,4,0
26720,11716190,Northridge,Los Angeles,1,3,1,1192,6502,34012093,-118318061,1923,36466,95989,1,0,7,7,0
26721,11716765,Northridge,Los Angeles,1,2,1,1585,5204,34014884,-118313961,1932,227750,96043,1,0,7,7,0
26722,11716926,Northridge,Los Angeles,1,2,1,1104,5160,34015792,-118313830,1914,159218,96043,1,0,7,7,0
26723,11717363,Northridge,Los Angeles,1,2,1,1218,4964,34016558,-118305509,1910,317000,96043,1,0,7,7,0
26724,11717470,Northridge,Los Angeles,2,4,2,1582,4963,34014743,-118306121,1912,51403,96043,1,0,7,7,0
26725,11717876,Northridge,Los Angeles,2,3,2,1461,5206,34013145,-118306134,1922,184367,96043,1,0,7,7,0
26726,11718272,Northridge,Los Angeles,1,2,1,918,4973,34015886,-118295210,1911,321292,96018,1,0,7,7,0
26727,11718318,Northridge,Los Angeles,2,3,2,1410,5226,34016656,-118298284,1983,127537,96018,1,0,7,7,0
26728,11718364,Northridge,Los Angeles,2,3,2,1586,5971,34016647,-118295101,1907,293307,96018,1,0,7,7,0
26729,11718402,Northridge,Los Angeles,3,5,3,2192,6210,34017556,-118295561,1929,236280,96018,3,0,2,7,0
26730,11718425,Northridge,Los Angeles,8,12,8,5624,6427,34017915,-118294428,1983,370639,95988,4,0,2,7,0
26731,11718826,Northridge,Los Angeles,4,4,4,3912,7001,34011970,-118280971,1921,21049,96018,4,0,2,7,0
26732,11719153,Northridge,Los Angeles,1,2,1,976,5944,34019291,-118298649,1920,271725,95988,1,0,2,7,0
26733,11719176,Northridge,Los Angeles,3,4,3,2992,5052,34018765,-118296961,1920,36874,95988,3,0,2,7,0
26734,11719847,Northridge,Los Angeles,2,3,2,788,6801,34023975,-118305138,1905,294515,95999,1,0,7,7,0
26735,11720536,Northridge,Los Angeles,1,2,1,1246,5561,34018903,-118302758,1912,332512,95999,1,0,7,7,0
26736,11720559,Northridge,Los Angeles,1,2,1,1050,4338,34019743,-118303695,1924,241078,95999,1,0,7,7,0
26737,11720582,Northridge,Los Angeles,2,4,2,2038,6755,34018744,-118304937,1963,375906,95999,2,0,2,7,0
26738,11720888,Northridge,Los Angeles,1,2,1,1298,5601,34021419,-118318335,1912,163435,95999,1,0,7,7,0
26739,11720988,Northridge,Los Angeles,1,2,1,1261,4020,34018732,-118320138,1903,172618,95999,1,0,7,7,0
26740,11721624,Northridge,Los Angeles,1,3,1,1668,5493,34023888,-118316425,1910,27896,95999,1,0,7,7,0
26741,11722189,Northridge,Los Angeles,3,3,3,1969,4799,34028696,-118361223,1922,331389,95997,3,0,2,7,0
26742,11722258,Northridge,Los Angeles,3,3,3,1541,4800,34027523,-118361269,1949,101578,95997,3,0,2,7,0
26743,11722281,Northridge,Los Angeles,1,2,1,1062,4599,34027183,-118362245,1931,202583,95997,1,0,7,7,0
26744,11722509,Northridge,Los Angeles,4,5,4,2883,5899,34023921,-118330398,1932,479701,95999,3,0,2,7,0
26745,11722692,Northridge,Los Angeles,2,4,2,1572,5805,34024286,-118327088,1955,375906,95999,2,0,2,7,0
26746,11722753,Northridge,Los Angeles,2,4,2,2472,5604,34024932,-118324192,1911,46868,95999,2,0,2,7,0
26747,11723374,Northridge,Los Angeles,1,2,1,1223,6229,34016522,-118339291,1942,167969,95989,1,0,2,7,0
26748,11723474,Northridge,Los Angeles,1,2,1,1211,6411,34017619,-118337089,1941,62953,95997,1,0,7,7,0
26749,11723574,Northridge,Los Angeles,2,3,2,1352,6217,34017770,-118335705,1941,325724,95997,1,0,7,7,0
26750,11723688,Northridge,Los Angeles,2,3,2,1442,5031,34024592,-118336148,1947,285687,95997,1,0,7,7,0
26751,11723940,Northridge,Los Angeles,3,3,3,2280,6905,34024710,-118346545,1939,233534,95997,3,0,2,7,0
26752,11724214,Northridge,Los Angeles,3,3,3,1957,6239,34022226,-118338069,1940,614765,95997,1,1,2,7,0
26753,11724336,Northridge,Los Angeles,2,2,2,1481,6270,34020813,-118337085,1939,386647,95997,1,0,7,7,0
26754,11724436,Northridge,Los Angeles,2,2,2,1326,6035,34019617,-118340041,1942,58505,95997,1,0,7,7,0
26755,11724536,Northridge,Los Angeles,1,3,1,1108,5999,34018803,-118341613,1945,339883,95997,1,0,7,7,0
26756,11724779,Northridge,Los Angeles,2,3,2,1410,6602,34022415,-118367303,1948,395498,95997,1,0,7,7,0
26757,11724817,Northridge,Los Angeles,2,3,2,1548,6374,34022047,-118355861,1941,589000,95997,1,0,7,7,0
26758,11725147,Northridge,Los Angeles,3,4,3,2017,8068,34021857,-118365909,1950,86715,95997,1,0,7,7,0
26759,11725247,Northridge,Los Angeles,1,2,1,808,41811,34025300,-118369747,1948,125000,95997,1,0,2,7,0
26760,11725317,Northridge,Los Angeles,1,1,1,607,46334,34024425,-118370547,1948,17285,95997,1,0,7,7,0
26761,11725325,Northridge,Los Angeles,1,1,1,607,46334,34024425,-118370547,1948,81967,95997,1,0,7,7,0
26762,11725682,Northridge,Los Angeles,1,2,1,1180,4284,34031052,-118368261,1940,86995,95997,1,0,7,7,0
26763,11725843,Northridge,Los Angeles,2,3,2,1586,5500,34027785,-118368492,1944,278686,95997,1,0,2,7,0
26764,11725904,Northridge,Los Angeles,1,3,1,1342,5486,34026827,-118366394,1944,440069,95997,1,0,7,7,0
26765,11726111,Northridge,Los Angeles,1,2,1,902,4798,34029947,-118363995,1930,47067,95997,1,0,7,7,0
26766,11726134,Northridge,Los Angeles,1,3,1,1296,4803,34030707,-118365504,1924,173912,95997,1,0,7,7,0
26767,11726851,Northridge,Los Angeles,1,2,1,1046,3280,34027023,-118356300,1930,71194,95997,1,0,7,7,0
26768,11726897,Northridge,Los Angeles,2,4,2,2957,4799,34028727,-118356186,1930,650000,95997,2,0,2,7,0
26769,11727347,Northridge,Los Angeles,1,3,1,1192,7213,34033286,-118336964,1921,343440,95997,1,0,7,7,0
26770,11727484,Northridge,Los Angeles,2,4,2,2202,6542,34030410,-118337801,1924,343686,95997,2,0,2,7,0
26771,11727676,Northridge,Los Angeles,1,3,1,1164,5298,34028797,-118338232,1925,154567,95997,1,0,7,7,0
26772,11727989,Northridge,Los Angeles,2,3,2,1944,5773,34031931,-118327043,1922,311121,95999,2,0,2,7,0
26773,11728347,Northridge,Los Angeles,1,2,1,1176,8468,34028072,-118324211,1907,427000,95999,1,0,7,7,0
26774,11728485,Northridge,Los Angeles,1,3,1,1462,6748,34028742,-118328719,1926,39119,95999,1,0,7,7,0
26775,11728829,Northridge,Los Angeles,2,4,2,1612,5600,34026894,-118324194,1965,233333,95999,2,0,2,7,0
26776,11728990,Northridge,Los Angeles,1,2,1,1092,5816,34027618,-118319961,1921,269112,95999,1,0,7,7,0
26777,11729166,Northridge,Los Angeles,2,3,2,1648,6867,34029042,-118318204,1911,236418,95999,1,0,7,7,0
26778,11729189,Northridge,Los Angeles,2,4,2,1392,5682,34029914,-118318631,1955,620922,95999,2,0,2,7,0
26779,11729434,Northridge,Los Angeles,1,3,1,1554,5105,34027630,-118314957,1909,447000,95999,1,0,2,7,0
26780,11729457,Northridge,Los Angeles,1,2,1,1524,5206,34026720,-118315746,1910,202958,95999,1,0,7,7,0
26781,11729587,Northridge,Los Angeles,1,2,1,1685,5593,34027979,-118313237,1910,282138,95999,1,0,7,7,0
26782,11729847,Northridge,Los Angeles,1,2,1,1572,6250,34029682,-118308984,1908,357109,95999,1,0,7,7,0
26783,11729962,Northridge,Los Angeles,1,2,1,1344,5199,34026727,-118310518,1908,80636,95999,1,0,7,7,0
26784,11730076,Northridge,Los Angeles,2,3,2,1352,5080,34029216,-118307223,1952,51787,95999,1,0,2,4,0
26785,11730687,Northridge,Los Angeles,3,7,3,4109,7388,34029259,-118300200,1916,383760,95999,3,0,2,7,0
26786,11731206,Northridge,Los Angeles,4,5,4,2424,6877,34035537,-118293681,1907,428391,95988,4,0,2,7,0
26787,11731267,Northridge,Los Angeles,3,3,3,1472,4301,34035492,-118293090,1907,44170,95988,3,0,2,7,0
26788,11731358,Northridge,Los Angeles,2,5,2,2470,6502,34031286,-118293023,1907,179344,95988,1,0,7,7,0
26789,11731419,Northridge,Los Angeles,1,4,1,2232,6999,34030207,-118293320,1901,237220,95988,2,0,2,7,0
26790,11731541,Northridge,Los Angeles,4,4,4,4212,6250,34027714,-118293593,1910,841483,95988,4,0,2,7,0
26791,11731686,Northridge,Los Angeles,1,2,1,1598,5891,34034128,-118289081,1910,348977,95988,1,0,7,7,0
26792,11732921,Northridge,Los Angeles,1,3,1,1638,4006,34037787,-118285869,1901,215096,95988,1,0,7,7,0
26794,11733518,Northridge,Los Angeles,2,3,2,2250,5200,34026207,-118343755,1927,46665,95997,1,0,7,7,0
26795,11733725,Northridge,Los Angeles,3,3,3,1444,5202,34027073,-118349527,1923,91448,95997,1,0,7,7,0
26796,11734098,Northridge,Los Angeles,4,4,4,3496,6657,34035160,-118303862,1922,153826,95999,4,0,2,7,0
26797,11734319,Northridge,Los Angeles,3,4,3,2012,8405,34033983,-118330200,1915,428391,95999,1,0,2,7,0
26798,11734380,Northridge,Los Angeles,3,6,3,4745,16828,34034079,-118326616,1915,88688,95999,1,0,2,4,0
26799,11734647,Northridge,Los Angeles,4,8,4,5184,7956,34036348,-118331620,1926,637633,95997,4,0,2,7,0
26800,11735204,Northridge,Los Angeles,4,4,4,4611,8828,34037189,-118333399,1928,202228,95997,1,0,2,4,0
26801,11735465,Northridge,Los Angeles,2,3,2,1881,6599,34038863,-118338513,1922,368920,95997,2,0,2,7,0
26802,11736183,Northridge,Los Angeles,1,2,1,1142,6001,34038411,-118350066,1923,556699,95997,1,0,7,7,0
26803,11736574,Northridge,Los Angeles,2,3,2,1442,7486,34040699,-118354026,1938,51972,95997,1,0,7,7,0
26804,11736842,Northridge,Los Angeles,1,2,1,1109,5292,34038206,-118354932,1927,275905,95997,1,0,7,7,0
26805,11736888,Northridge,Los Angeles,2,4,2,2007,5200,34039054,-118355664,1927,671146,95997,1,0,7,7,0
26806,11737369,Northridge,Los Angeles,1,2,1,1270,5581,34042313,-118355098,1940,499790,96000,1,0,2,7,0
26807,11737621,Northridge,Los Angeles,1,2,1,1011,7749,34040233,-118360613,1928,41972,96000,1,0,7,7,0
26808,11738539,Northridge,Los Angeles,1,3,1,1568,5000,34035069,-118373862,1937,224395,96015,1,0,7,7,0
26809,11738836,Northridge,Los Angeles,2,2,2,1439,5405,34043349,-118373526,1940,397249,96016,1,0,7,7,0
26810,11739059,Northridge,Los Angeles,2,2,2,1737,7118,34041164,-118372087,1941,588914,96015,1,0,7,7,0
26811,11739105,Northridge,Los Angeles,2,2,2,1616,6017,34044286,-118368561,1940,62048,96016,1,0,7,7,0
26812,11739266,Northridge,Los Angeles,3,6,3,4156,7584,34044139,-118351203,1929,885766,96000,3,0,2,7,0
26813,11739837,Northridge,Los Angeles,4,5,4,2691,5430,34041460,-118349344,1949,223381,96000,2,0,2,7,0
26814,11740013,Northridge,Los Angeles,3,2,3,1392,28468,34041700,-118354000,1981,489000,96000,1,1,2,4,0
26815,11740287,Northridge,Los Angeles,2,3,2,1686,6444,34048652,-118371488,1928,1007438,96016,1,0,7,7,1
26816,11740462,Northridge,Los Angeles,2,3,2,2127,8694,34047599,-118369858,1935,358147,96016,1,0,2,4,1
26817,11740858,Northridge,Los Angeles,2,3,2,1632,7128,34049442,-118363296,1925,60133,96000,1,0,2,4,0
26818,11741464,Northridge,Los Angeles,2,4,2,2349,5829,34048203,-118357649,1926,994480,96000,2,0,2,7,0
26819,11741693,Northridge,Los Angeles,3,4,3,2317,2981,34046868,-118354870,1927,331139,96000,1,1,2,7,0
26820,11741967,Northridge,Los Angeles,2,4,2,3048,6407,34048983,-118347562,1937,479556,96000,2,0,2,7,0
26821,11741990,Northridge,Los Angeles,4,4,4,2590,6913,34049097,-118346400,1928,805519,96000,2,0,2,7,0
26822,11742500,Northridge,Los Angeles,2,4,2,2807,14922,34040294,-118331649,1921,150495,96000,1,0,7,7,0
26823,11742523,Northridge,Los Angeles,2,4,2,3970,8947,34044027,-118330132,1912,78660,96000,1,0,2,4,0
26824,11742707,Northridge,Los Angeles,3,4,3,2728,7251,34045554,-118332632,1923,71755,96000,1,0,2,4,0
26826,11742883,Northridge,Los Angeles,4,5,4,2901,6998,34045048,-118334786,1919,725000,96000,2,0,2,7,0
26827,11742929,Northridge,Los Angeles,5,6,5,3824,6899,34046745,-118335834,1921,397387,96000,3,0,2,7,0
26829,11743302,Northridge,Los Angeles,1,3,1,2718,6605,34041410,-118328351,1911,39523,96000,1,0,7,7,0
26830,11743820,Northridge,Los Angeles,4,4,4,2689,4129,34046840,-118321332,1930,290286,96000,4,0,2,7,0
26831,11743896,Northridge,Los Angeles,2,3,2,2260,7001,34042230,-118319504,1907,461073,96000,1,0,7,7,0
26832,11744018,Northridge,Los Angeles,2,2,2,732,4955,34042462,-118317553,1923,186827,96000,1,0,7,7,0
26833,11744492,Northridge,Los Angeles,2,3,2,2444,4635,34042712,-118314310,1907,379371,96000,1,0,7,7,0
26835,11744675,Northridge,Los Angeles,1,4,1,2503,6250,34038678,-118313623,1906,41566,95999,1,0,7,7,0
26836,11744713,Northridge,Los Angeles,2,4,2,2788,7494,34039188,-118313113,1926,69951,95999,2,0,2,7,0
26837,11744842,Northridge,Los Angeles,2,3,2,1750,5040,34046065,-118307396,1905,407991,95987,2,0,2,7,0
26838,11745002,Northridge,Los Angeles,3,4,3,2202,6188,34044258,-118305047,1905,522550,95987,3,0,2,7,0
26839,11745070,Northridge,Los Angeles,1,4,1,2095,5711,34041650,-118306453,1909,195652,95987,1,0,2,7,0
26840,11745360,Northridge,Los Angeles,1,3,1,1338,6791,34037864,-118300537,1905,385729,95999,1,0,2,7,0
26841,11745685,Northridge,Los Angeles,1,2,1,1572,5431,34046040,-118300974,1905,185983,95987,1,0,7,7,0
26842,11746027,Northridge,Los Angeles,3,5,3,2428,4483,34038788,-118298118,1964,305562,95988,3,0,2,7,0
26843,11746611,Northridge,Los Angeles,3,2,3,3290,9100,34047835,-118285270,1902,53602,95987,3,0,2,7,0
26844,11747399,Northridge,Los Angeles,1,2,1,1316,5913,34053324,-118297292,1908,48971,95987,1,0,7,7,0
26845,11747829,Northridge,Los Angeles,4,4,4,3240,5905,34050217,-118297285,1924,591631,95987,4,0,2,7,0
26846,11748003,Northridge,Los Angeles,2,2,2,1403,5375,34048819,-118292008,1900,67238,95987,1,0,7,7,0
26847,11748523,Northridge,Los Angeles,4,4,4,3804,6212,34049795,-118305726,1928,900000,95987,4,0,2,7,0
26848,11748967,Northridge,Los Angeles,3,5,3,2575,5901,34050694,-118302938,1910,418040,95987,3,0,2,7,0
26849,11749111,Northridge,Los Angeles,2,2,2,1177,23621,34053500,-118303000,1982,133176,95987,1,1,2,4,0
26850,11749285,Northridge,Los Angeles,2,3,2,1663,6847,34053020,-118321224,1939,586300,96000,1,0,7,7,0
26851,11750114,Northridge,Los Angeles,3,3,3,2310,4999,34053220,-118329618,1922,102433,96000,2,0,2,7,0
26852,11750244,Northridge,Los Angeles,1,2,1,1406,6140,34049435,-118330062,1918,126729,96000,1,0,7,7,0
26853,11750366,Northridge,Los Angeles,2,4,2,2314,8825,34045351,-118328993,1949,157943,96000,2,0,2,7,0
26854,11750389,Northridge,Los Angeles,3,4,3,5090,9095,34046545,-118330281,1912,71345,96000,1,0,7,4,0
26855,11750695,Northridge,Los Angeles,3,5,3,2790,8590,34050820,-118325138,1922,69106,96000,1,0,7,7,0
26856,11750817,Northridge,Los Angeles,3,5,3,2304,6864,34056341,-118336317,1923,364594,96000,1,0,2,7,0
26857,11750917,Northridge,Los Angeles,4,6,4,4326,7246,34054150,-118335554,1924,917828,96000,2,0,2,7,0
26858,11751017,Northridge,Los Angeles,4,4,4,4422,6199,34053816,-118332523,1924,413734,96000,4,0,2,7,0
26859,11751278,Northridge,Los Angeles,2,3,2,1393,6008,34050733,-118338682,1923,210085,96000,1,0,7,7,0
26860,11751423,Northridge,Los Angeles,2,2,2,1802,6199,34050134,-118334589,1923,313529,96000,2,0,2,7,0
26861,11751446,Northridge,Los Angeles,3,5,3,2167,9512,34049381,-118335396,1942,581763,96000,2,0,2,7,0
26862,11751591,Northridge,Los Angeles,2,4,2,3882,6457,34057955,-118343953,1925,94801,96017,2,0,2,7,0
26863,11751828,Northridge,Los Angeles,2,6,2,3460,6647,34055555,-118344880,1925,1000504,96000,2,0,2,7,0
26864,11751912,Northridge,Los Angeles,4,6,4,4253,6903,34055118,-118348206,1926,88690,96000,2,0,2,7,0
26865,11752088,Northridge,Los Angeles,2,4,2,3070,11279,34053713,-118339398,1935,123950,96000,1,0,2,4,0
26867,11752608,Northridge,Los Angeles,3,3,3,1918,6324,34054757,-118351785,1922,462332,96000,1,0,7,4,0
26869,11754238,Northridge,Los Angeles,2,3,2,2346,6179,34055912,-118372683,1936,96647,96016,1,0,2,4,0
26870,11754706,Northridge,Los Angeles,2,4,2,3294,7178,34057853,-118364960,1933,295741,96016,2,0,2,7,0
26871,11754836,Northridge,Los Angeles,2,3,2,2047,8249,34060784,-118361991,1924,441222,96029,1,0,2,4,0
26872,11755776,Northridge,Los Angeles,2,3,2,1924,8322,34059278,-118348187,1924,1080206,96017,1,0,7,4,0
26873,11756036,Northridge,Los Angeles,3,5,3,2716,8382,34057885,-118336880,1925,439657,96000,1,0,2,4,1
26874,11756136,Northridge,Los Angeles,1,2,1,1417,6997,34057463,-118333010,1922,59925,96000,1,0,7,4,0
26875,11756558,Northridge,Los Angeles,2,2,2,1902,6009,34057220,-118326235,1923,409022,96000,1,0,2,7,0
26876,11756970,Northridge,Los Angeles,3,5,3,2660,7494,34059870,-118320077,1923,100935,95986,1,0,2,4,0
26877,11757106,Northridge,Los Angeles,2,3,2,2020,6970,34057575,-118319544,1933,192000,95986,1,0,2,7,0
26878,11757129,Northridge,Los Angeles,3,4,3,2436,7285,34056610,-118320585,1920,559650,95986,1,0,7,7,0
26879,11757417,Northridge,Los Angeles,2,5,2,2636,8997,34056786,-118314199,1919,560095,95986,1,1,2,7,0
26880,11757463,Northridge,Los Angeles,2,4,2,3738,7738,34057348,-118316398,1916,114966,95986,1,0,7,7,0
26881,11757555,Northridge,Los Angeles,1,2,1,1578,6498,34055371,-118317406,1919,740000,96000,1,0,2,7,0
26882,11757715,Northridge,Los Angeles,1,2,1,1498,5003,34055156,-118310553,1910,54734,96000,1,0,2,7,0
26883,11757730,Northridge,Los Angeles,1,3,1,2140,5707,34054612,-118311492,1919,407992,96000,1,0,2,7,1
26884,11758201,Northridge,Los Angeles,2,2,2,1069,32248,34058800,-118306000,1979,247030,95986,1,1,2,4,1
26885,11758562,Northridge,Los Angeles,2,2,2,1617,26299,34059000,-118302000,1982,160743,95986,1,1,2,4,1
26886,11759654,Northridge,Los Angeles,2,4,2,1642,5730,33992045,-118268896,1921,390000,95992,2,0,2,7,0
26887,11760097,Northridge,Los Angeles,1,2,1,1196,5459,33992117,-118275141,1911,238582,96018,1,0,7,7,0
26888,11760181,Northridge,Los Angeles,1,3,1,1178,5416,33993565,-118275941,1908,289941,96018,1,0,7,7,0
26889,11760204,Northridge,Los Angeles,1,2,1,1260,5411,33993569,-118274886,1910,155539,96018,1,0,7,7,0
26890,11760563,Northridge,Los Angeles,2,4,2,1304,3714,33993066,-118262713,1904,276000,95992,1,0,7,7,0
26891,11760670,Northridge,Los Angeles,1,2,1,1116,5623,33991840,-118262009,1903,247200,95992,1,0,7,7,0
26892,11760685,Northridge,Los Angeles,1,3,1,972,5447,33990396,-118259079,1905,189273,95992,1,0,7,7,0
26893,11760830,Northridge,Los Angeles,6,10,6,4103,6750,33991863,-118257005,2013,532429,95992,2,0,7,4,0
26894,11760899,Northridge,Los Angeles,1,2,1,989,4640,33994029,-118258561,1910,260094,95992,1,0,2,7,0
26895,11761082,Northridge,Los Angeles,3,4,3,1796,4476,33996372,-118257415,1912,385551,95992,2,0,7,7,0
26896,11761181,Northridge,Los Angeles,3,5,3,2220,5399,33995076,-118251494,1904,136564,95992,2,0,7,7,0
26897,11761234,Northridge,Los Angeles,2,4,2,1351,6000,33995257,-118249674,1925,129573,95992,2,0,2,7,0
26898,11761387,Northridge,Los Angeles,3,3,3,1960,6147,33993513,-118249362,1929,242968,95992,3,0,2,7,0
26899,11762437,Northridge,Los Angeles,4,6,4,2183,8348,34003331,-118246486,1998,282175,95992,2,0,2,7,0
26900,11762649,Northridge,Los Angeles,3,4,3,1794,5257,34001557,-118244620,1908,210011,95992,1,0,7,7,0
26901,11762695,Northridge,Los Angeles,2,3,2,1488,5999,34000752,-118245519,1913,45156,95992,2,0,2,7,0
26902,11762871,Northridge,Los Angeles,1,3,1,1380,5401,33997767,-118244612,1957,143473,95992,1,0,7,7,0
26903,11763941,Northridge,Los Angeles,1,2,1,1048,5424,34002243,-118262651,1908,134254,95992,1,0,7,7,0
26904,11764635,Northridge,Los Angeles,2,3,2,1812,7130,34001328,-118272170,1915,348000,95992,2,0,2,7,0
26905,11765094,Northridge,Los Angeles,1,2,1,792,2604,34001983,-118266971,1912,180534,95992,1,0,7,7,0
26906,11765331,Northridge,Los Angeles,1,2,1,960,3058,33999605,-118264796,1923,237800,95992,1,0,2,7,0
26907,11765377,Northridge,Los Angeles,1,3,1,1372,5480,33999463,-118267445,1902,303900,95992,1,0,7,7,0
26908,11765781,Northridge,Los Angeles,4,4,4,2304,5648,34000318,-118275633,1915,31164,96018,4,0,2,7,0
26909,11766293,Northridge,Los Angeles,3,4,3,2515,5093,34010381,-118278561,1930,409000,96018,3,0,2,7,0
26910,11766331,Northridge,Los Angeles,1,3,1,959,5279,34008967,-118278091,1908,107594,96018,1,0,7,7,0
26911,11766521,Northridge,Los Angeles,2,3,2,1250,6347,34004961,-118276579,1905,170500,96018,1,0,7,7,0
26912,11766947,Northridge,Los Angeles,2,3,2,952,1839,34009009,-118267928,1932,215700,95992,1,0,7,7,0
26913,11767184,Northridge,Los Angeles,2,2,2,2060,5089,34004881,-118270471,1903,140841,95992,2,0,2,7,0
26914,11767207,Northridge,Los Angeles,1,4,1,1460,5398,34007199,-118269041,1906,198206,95992,1,0,2,7,0
26915,11767573,Northridge,Los Angeles,1,3,1,1045,4371,34011873,-118260946,1904,23612,95992,1,0,2,7,0
26916,11767900,Northridge,Los Angeles,4,6,4,2700,7251,34014074,-118257535,1904,312495,95992,3,0,2,7,0
26917,11768411,Northridge,Los Angeles,2,2,2,1120,4000,34007726,-118262815,1922,162242,95992,2,0,2,7,0
26918,11768915,Northridge,Los Angeles,2,3,2,1131,5003,34007763,-118257040,2004,270901,95992,1,0,2,4,0
26919,11769190,Northridge,Los Angeles,2,4,2,1266,5101,34006378,-118251998,1911,252913,95992,1,0,7,7,0
