zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,yearbuilt,latitude,longitude,cityid,countyid,zipcpde,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools,amount
12873296,2,3,2,1330,6333,1959,34075577,-117730010,20008,3101,96507,0,1,,2,7,,285287
12873396,2,3,2,1136,6033,1956,34073533,-117727750,20008,3101,96507,0,1,,2,7,,202684
12873496,2,3,2,1564,7191,1957,34072356,-117729522,20008,3101,96507,0,1,,2,4,,48293
12873719,2,4,2,1517,8057,1955,34067294,-117726966,20008,3101,96507,0,1,,7,7,1,189375
12873865,2,3,2,1617,7445,1955,34069816,-117722940,20008,3101,96507,0,1,,2,7,,41378
12874218,1,3,1,1401,10426,1952,34067489,-117719448,20008,3101,96507,0,1,,7,7,,199765
12874318,1,3,1,1148,8325,1952,34081206,-117712435,30908,3101,96469,0,1,,7,7,,279356
12874418,2,3,2,1019,8485,1954,34080302,-117715146,30908,3101,96469,0,1,,7,7,,339000
12874633,2,3,2,1534,8878,1950,34078406,-117713380,20008,3101,96507,0,1,,7,7,,221244
12874756,1,3,1,988,6820,1952,34074169,-117713500,20008,3101,96507,0,1,,7,7,,241805
12874779,2,3,2,1787,6658,1952,34074152,-117713893,20008,3101,96507,0,1,,7,7,,188311
12874948,2,3,2,1264,12944,1962,34070109,-117714729,32927,3101,96507,0,1,,2,7,,34421
12875461,2,2,2,1170,6710,1953,34065283,-117725999,20008,3101,96507,0,1,,2,7,,34627
12876147,2,3,2,1544,9287,1981,34045701,-117734330,20008,3101,96506,0,1,1,2,7,,127918
12876239,1,2,1,877,7657,1948,34047235,-117732714,20008,3101,96506,0,1,,2,7,,194674
12876898,2,4,2,1850,10205,1958,34043956,-117745888,20008,3101,96506,0,1,,7,7,,277978
12877120,2,3,2,1233,7162,1964,34041374,-117737465,20008,3101,96506,0,1,,2,7,,153446
12877332,1,2,1,670,16277,1948,34040573,-117731941,20008,3101,96506,0,1,,7,7,,69615
12877401,2,3,2,1554,12703,1955,34037652,-117732006,20008,3101,96506,0,1,,2,7,1,63974
12877469,2,4,2,1209,6332,1970,34039512,-117734724,20008,3101,96506,0,1,,2,7,,315200
12877561,3,4,3,1935,4379,1995,34038277,-117746818,20008,3101,96506,0,1,1,2,4,,316300
12877837,1,3,1,1688,6341,1948,34035489,-117739355,20008,3101,96506,0,1,,7,7,,157504
12878157,2,4,2,1323,6495,1947,34033190,-117732332,20008,3101,96506,0,1,,7,7,,146124
12878280,1,3,1,1110,6614,1947,34032469,-117734512,20008,3101,96506,0,1,,7,7,,80000
12878380,1,3,1,1121,7021,1947,34031887,-117738091,20008,3101,96506,0,1,,7,7,,279600
12878572,1,3,1,1037,7669,1957,34027523,-117737910,20008,3101,96506,0,1,,7,7,,206970
12878695,1,3,1,1060,5858,1953,34029474,-117734839,20008,3101,96506,0,1,,7,7,,153056
12878795,1,3,1,1030,5833,1953,34026947,-117733025,20008,3101,96506,0,1,,7,7,,33610
12878895,3,2,3,1109,127847,1985,34028072,-117731034,20008,3101,96506,0,1,1,2,7,,197000
12878986,1,2,1,995,10838,1958,34025383,-117735616,20008,3101,96506,0,1,,7,7,,169209
12879336,2,3,2,1142,6079,1956,34030297,-117744170,20008,3101,96506,0,1,,7,7,,36673
12880170,1,2,1,1087,6743,1912,34049048,-117747484,20008,3101,96506,0,1,,7,7,,173575
12880307,4,6,4,3316,14422,2001,34047404,-117745032,20008,3101,96506,0,2,1,,4,,554110
12880330,2,3,2,1588,8431,1950,34047621,-117743717,20008,3101,96506,0,1,,7,7,,223858
12880422,4,4,4,2880,15180,1952,34044906,-117740916,20008,3101,96506,0,4,,,7,,562000
12880898,2,3,2,1478,4898,,34054591,-117741688,20008,3101,96506,0,2,,,7,,308033
12880921,1,3,1,1380,6236,1923,34053722,-117741810,20008,3101,96506,0,1,,7,7,,108139
12881057,4,5,4,2430,7818,2002,34053095,-117746022,20008,3101,96506,0,2,1,,7,,312108
12882218,1,3,1,1008,7571,1952,34077006,-117737330,20008,3101,96507,0,1,,7,7,,128175
12882441,2,3,2,1481,10852,1952,34072059,-117739423,20008,3101,96507,0,1,,2,7,,282004
12882464,1,3,1,1446,6113,1936,34069790,-117736728,20008,3101,96507,0,1,,7,7,,202537
12882940,1,3,1,1622,6134,1937,34073286,-117743266,20008,3101,96507,0,1,,7,7,,185778
12883040,1,2,1,1704,7826,1911,34068393,-117746174,20008,3101,96507,0,1,,7,7,1,162802
12883140,1,3,1,1258,7132,1930,34072462,-117747910,20008,3101,96507,0,1,,7,7,,210649
12883399,1,4,1,1496,7280,1906,34068831,-117753174,20008,3101,96508,0,1,,7,7,,321000
12883506,1,2,1,1166,8830,1936,34069504,-117755057,20008,3101,96508,0,1,,7,7,,211557
12883552,1,3,1,1734,7332,1910,34068271,-117758809,20008,3101,96508,0,1,,7,7,,314000
12883590,1,2,1,864,7006,1924,34067276,-117756268,20008,3101,96508,0,1,,7,7,,260000
12884736,3,8,3,3052,13875,1918,34056404,-117758856,20008,3101,96506,0,3,,,7,,37076
12884995,1,2,1,976,6052,1914,34050626,-117756612,20008,3101,96506,0,1,,7,7,,145268
12885240,1,2,1,1000,33811,1910,34047117,-117754877,20008,3101,96506,0,1,,7,7,,438591
12885889,3,4,3,1863,7364,1990,34041654,-117758387,20008,3101,96506,0,1,1,2,4,,218673
12886042,2,4,2,1384,6761,1954,34040503,-117765125,20008,3101,96506,0,1,,7,7,,32177
12886165,1,3,1,1084,6213,1954,34040140,-117763676,20008,3101,96506,0,1,1,2,7,,151607
12886511,3,3,3,1428,7124,1971,34038537,-117753247,20008,3101,96506,0,1,,2,4,,208989
12886648,2,3,2,1074,7164,1957,34032715,-117753372,20008,3101,96506,0,1,,7,7,,282000
12886840,2,3,2,1200,9496,1957,34032993,-117750527,20008,3101,96506,0,1,,7,7,,123320
12886909,2,4,2,1226,7050,1956,34026573,-117749414,20008,3101,96506,0,1,,7,7,,98590
12887032,2,4,2,1551,7885,1980,34034361,-117751089,20008,3101,96506,0,1,,2,7,,218529
12887159,2,3,2,1344,2808,1984,34059764,-117767390,20008,3101,96508,0,,,,4,,106600
12887219,1,2,1,672,5399,1948,34060413,-117765417,20008,3101,96508,0,1,,7,7,,86067
12887719,2,3,2,1303,6425,1947,34051636,-117776298,20008,3101,96506,0,1,,7,7,,43609
12887903,2,3,2,1654,7819,1939,34053564,-117764608,20008,3101,96506,0,1,,7,7,1,196808
12887926,1,2,1,1088,6783,1947,34053169,-117764193,20008,3101,96506,0,1,,7,7,,150441
12888355,2,2,2,1352,6365,1918,34049015,-117763601,20008,3101,96506,0,1,,7,7,,161007
12888378,2,3,2,1398,7915,1991,34049398,-117768880,20008,3101,96506,0,1,1,2,4,,393000
12888516,2,4,2,1200,5893,1955,34067118,-117795313,20008,3101,96508,0,1,,2,7,,239695
12889243,2,3,2,906,2548,1984,34070729,-117784474,20008,3101,96508,0,1,,2,7,,231000
12889746,2,4,2,1272,7893,1955,34067178,-117778205,20008,3101,96508,0,1,1,2,4,1,207874
12890057,2,4,2,1175,6275,1952,34064124,-117772680,20008,3101,96508,0,1,,7,7,,225412
12890110,1,3,1,1498,8820,1952,34064165,-117769382,20008,3101,96508,0,1,,2,7,,172701
12890225,2,4,2,1434,7535,1952,34064284,-117767539,20008,3101,96508,0,2,,,7,,295744
12890294,1,2,1,1317,10425,1947,34064411,-117764847,20008,3101,96508,0,1,,7,7,,169671
12890317,2,3,2,1534,7100,1980,34065142,-117763396,20008,3101,96508,0,1,1,2,7,,216334
12890539,3,5,3,1976,8129,1947,34063795,-117766553,20008,3101,96508,0,2,,,7,,167200
12890875,2,3,2,1359,8351,1953,34069075,-117765542,20008,3101,96508,0,1,,7,7,1,68005
12890921,2,3,2,1613,7067,1951,34067386,-117767864,20008,3101,96508,0,1,,7,7,,142819
12891066,1,2,1,988,8136,1948,34071950,-117772223,20008,3101,96508,0,1,,7,7,,143212
12891319,2,3,2,1608,5355,1962,34068829,-117777016,20008,3101,96508,0,1,,2,7,,49835
12891342,1,2,1,866,7078,1949,34067510,-117775646,20008,3101,96508,0,1,,7,7,,169183
12891540,3,3,3,1794,11458,1949,34083348,-117756085,20008,3101,96508,0,1,,2,4,1,71293
12891563,2,3,2,1858,7277,1952,34084817,-117754803,20008,3101,96508,0,1,,7,7,,292130
12892099,2,2,2,1412,6878,1937,34076132,-117758107,20008,3101,96508,0,2,,,7,,169684
12892237,1,2,1,999,7705,1952,34072030,-117762894,20008,3101,96508,0,1,,2,7,,112415
12892711,3,2,3,2045,16705,1963,34076515,-117765185,20008,3101,96508,0,1,,2,4,,388594
12892872,2,3,2,1800,23190,1963,34077875,-117766190,20008,3101,96508,0,1,1,2,4,1,417200
12893010,2,2,2,1626,6640,1983,34077936,-117778050,20008,3101,96508,0,1,1,2,4,,235760
12893705,2,3,2,1386,8665,1953,34083081,-117744518,20008,3101,96507,0,1,,7,7,,330000
12893805,2,4,2,1826,7815,1960,34082808,-117742006,20008,3101,96507,0,1,,2,4,,133160
12894196,2,3,2,1118,6454,1952,34097741,-117744405,20008,3101,96507,0,1,,7,7,1,308000
12894296,2,3,2,1186,8259,1952,34096911,-117741064,20008,3101,96507,0,1,,7,7,1,171898
12894501,2,3,2,1648,8362,1959,34092914,-117737908,20008,3101,96507,0,1,,2,4,,245597
12895103,2,3,2,1170,7355,1957,34102535,-117742192,20008,3101,96507,0,1,,7,7,,37402
12895126,2,3,2,1152,7336,1957,34102012,-117744177,20008,3101,96507,0,1,,7,7,,89621
12895249,2,4,2,1375,5929,1955,34100360,-117745551,20008,3101,96507,0,1,,7,7,,197208
12895372,1,3,1,924,6820,1956,34099491,-117739555,20008,3101,96507,0,1,,7,7,,43794
12895472,2,3,2,1242,6491,1960,34099873,-117736373,,3101,96507,0,1,,2,7,,166860
12895595,3,4,3,1588,7187,1962,34104733,-117742263,20008,3101,96507,0,1,,2,7,,241077
12895618,2,3,2,1397,7449,1963,34105696,-117744195,20008,3101,96507,0,1,,2,7,,168153
12896545,3,3,3,1903,8572,1962,34104385,-117754431,20008,3101,96507,0,1,,2,7,,311330
12896568,2,4,2,1732,7343,1964,34107694,-117752689,20008,3101,96507,0,1,,2,4,,57282
12897083,4,5,4,2245,9373,1977,34107477,-117757870,39308,3101,96494,0,2,1,,4,,294893
12897418,2,3,2,1402,7334,1963,34088753,-117752724,20008,3101,96507,0,1,,2,4,,179024
12897608,2,3,2,1185,6482,1956,34091763,-117753340,20008,3101,96507,0,1,,2,7,,315000
12898112,1,2,1,720,5966,1922,34102151,-117766248,39308,3101,96494,0,1,,7,7,,112061
12898257,2,3,2,1462,8308,1963,34104652,-117761596,39308,3101,96494,0,1,1,2,7,,253443
12898664,1,2,1,836,6494,1970,34105096,-117759865,39308,3101,96494,0,1,1,2,7,1,148566
12899578,3,3,3,1691,5063,1991,34098564,-117790685,39308,3101,96494,0,1,1,2,4,,182541
12899858,2,4,2,1375,7884,1977,34111789,-117774884,39308,3101,96494,0,1,,2,4,,443000
12900164,1,2,1,741,6242,1951,34104850,-117780578,39308,3101,96494,0,1,,7,7,,318000
12900187,1,3,1,916,5980,1951,34105838,-117782809,39308,3101,96494,0,1,1,2,7,,262152
12900210,2,3,2,1035,6911,1951,34104614,-117782235,39308,3101,96494,0,1,1,2,7,,356563
12900302,1,2,1,897,6816,1926,34102376,-117773495,39308,3101,96494,0,1,,7,7,,327000
12901026,3,4,3,1760,1872,1978,34097380,-117804599,33836,3101,96513,0,1,1,2,7,,276556
12901049,2,3,2,1104,2229,1979,34096748,-117806613,33836,3101,96513,0,1,1,2,7,,134835
12901455,0,0,,429,441,1979,34098988,-117808884,33836,3101,96513,0,1,,,,,12398
12901668,3,4,3,1496,1977,1981,34100960,-117804881,33836,3101,96513,0,1,1,2,4,,197330
12901714,2,3,2,1040,5880,1986,34100167,-117799208,39308,3101,96494,0,1,,2,7,,385280
12902409,2,4,2,1509,9211,1979,34109452,-117834782,33836,3101,96513,0,1,1,2,4,,381200
12902485,3,3,3,2046,8120,1979,34105788,-117835101,33836,3101,96513,0,1,1,2,4,1,597000
12902531,3,4,3,2819,7480,1979,34105593,-117831120,33836,3101,96513,0,1,,2,4,,192119
12902577,2,4,2,1124,8910,1960,34105666,-117824829,33836,3101,96513,0,1,,2,7,1,268669
12902623,2,2,2,1400,8043,1951,34105893,-117825213,33836,3101,96513,0,1,1,2,7,,300724
12902669,2,2,2,1590,7699,1959,34104220,-117825322,33836,3101,96513,0,1,,7,7,,191701
12902692,1,3,1,999,8548,1959,34105264,-117823314,33836,3101,96513,0,1,,7,7,,289208
12902730,3,4,3,1870,7507,1979,34105000,-117833261,33836,3101,96513,0,1,1,2,4,1,372628
12902922,2,3,2,1067,7392,1961,34102755,-117829610,33836,3101,96513,0,1,,7,7,,238784
12902967,4,6,4,2766,7505,1978,34100420,-117831308,33836,3101,96513,0,1,1,2,4,1,456538
12903013,3,6,3,2233,8409,1964,34100234,-117833200,33836,3101,96513,0,1,1,2,4,,613000
12903565,2,3,2,1230,12636,1977,34093342,-117834144,33836,3101,96513,0,1,,2,4,,186142
12903665,3,4,3,1919,9419,1978,34093658,-117831347,33836,3101,96513,0,1,,2,4,,238946
12903878,2,3,2,1232,7500,1957,34111949,-117812849,33836,3101,96513,0,1,,2,7,,39728
12903970,2,3,2,1266,7147,1977,34112034,-117822286,33836,3101,96513,0,1,1,2,4,,153213
12904129,2,3,2,1127,7399,1958,34111368,-117816448,33836,3101,96513,0,1,,2,7,,152673
12904336,3,4,3,2020,7412,1930,34108419,-117810775,33836,3101,96513,0,3,,,7,,207386
12904541,2,3,2,1006,5477,1956,34113457,-117821083,33836,3101,96513,0,1,,7,7,,287004
12904564,1,2,1,1529,13974,1909,34111937,-117809818,33836,3101,96513,0,1,,7,7,,416000
12904633,3,4,3,1790,7952,1921,34113611,-117807927,33836,3101,96513,0,1,1,2,7,,212539
12904847,2,3,2,1046,7854,1957,34110369,-117808951,33836,3101,96513,0,1,,2,7,,220046
12905114,2,4,2,1574,7524,1969,34112843,-117794320,33836,3101,96513,0,1,,2,7,,338120
12905830,3,2,3,1322,1546,1997,34107175,-117800702,33836,3101,96513,0,1,1,2,4,,193957
12905936,2,4,2,1613,8269,1975,34118294,-117792193,,3101,96513,0,1,,2,4,,206839
12906051,2,3,2,1242,7391,1959,34115565,-117792162,,3101,96494,0,1,,2,7,,233476
12906427,2,4,2,1319,7979,1962,34108971,-117787278,39308,3101,96494,0,1,,2,7,1,402670
12906703,3,4,3,1952,7328,1964,34105393,-117789444,39308,3101,96494,0,1,1,2,4,,77477
12906972,3,4,3,2121,3284,1989,34118316,-117801266,33836,3101,96513,0,1,1,2,4,,295420
12907410,2,4,2,1460,8132,1977,34118309,-117803951,33836,3101,96513,0,1,1,2,4,1,354916
12907433,2,3,2,1641,13929,1954,34117866,-117805350,33836,3101,96513,0,1,,7,7,,248474
12907471,4,4,4,2422,12579,2004,34114074,-117810116,33836,3101,96513,0,1,1,2,4,,310005
12907615,2,4,2,2125,14907,1980,34116872,-117812487,33836,3101,96513,0,1,1,2,4,1,449523
12907684,2,4,2,1679,8091,1976,34117718,-117795323,33836,3101,96513,0,1,,2,4,,511000
12908183,2,3,2,1765,11442,1973,34081018,-117834921,33836,3101,96513,0,1,1,2,4,,105956
12908306,3,4,3,2174,10869,1968,34081349,-117829947,33836,3101,96513,0,1,,2,4,,627287
12908575,2,3,2,1420,7773,1973,34086470,-117833958,33836,3101,96513,0,1,,2,7,1,331209
12908698,2,3,2,1420,7139,1974,34082380,-117839453,33836,3101,96513,0,1,,2,7,,384226
12909013,3,3,3,1987,8686,1977,34086722,-117827184,33836,3101,96513,0,1,1,2,4,,251801
12909113,2,3,2,1783,10065,1978,34084283,-117827153,33836,3101,96513,0,1,,2,4,1,409654
12909658,2,4,2,1696,8001,1955,34105451,-117849607,24245,3101,96475,0,1,,2,7,,407310
12909850,2,3,2,1807,6963,1963,34102751,-117850128,24245,3101,96475,0,1,,2,7,,294778
12910057,1,2,1,836,204230,1972,34100420,-117846948,24245,3101,96475,0,1,1,2,7,,137706
12910195,2,3,2,1213,7384,1953,34101279,-117844032,24245,3101,96475,0,1,,2,7,,229187
12910218,3,2,3,1131,37515,1983,34101038,-117844753,24245,3101,96475,0,1,1,2,7,,230255
12910364,2,3,2,1588,7417,1961,34101465,-117841194,24245,3101,96475,0,1,,2,7,,60743
12910487,2,4,2,2234,6944,1979,34103237,-117840686,24245,3101,96475,0,1,1,2,4,,283890
12910610,2,3,2,1314,7904,1976,34102476,-117838730,24245,3101,96475,0,1,1,2,7,,90760
12910693,3,3,3,1238,140540,1985,34099007,-117849974,24245,3101,96475,0,1,1,2,7,1,243855
12910985,2,3,2,1260,7545,1959,34097217,-117846424,24245,3101,96475,0,1,,2,7,,238340
12911545,2,4,2,1788,8996,1957,34091229,-117849631,24245,3101,96475,0,1,1,2,7,1,257860
12911591,2,3,2,1452,6825,1969,34105477,-117861026,24245,3101,96475,0,1,1,2,4,1,231512
12911637,5,3,5,2321,9037,1932,34097839,-117862055,24245,3101,96475,0,1,,2,4,,135325
12912274,3,4,3,1460,7295,1963,34103915,-117868569,24245,3101,96475,0,1,,2,7,,60738
12912527,2,3,2,1067,7234,1956,34097219,-117869780,24245,3101,96475,0,1,,7,7,,256891
12912857,2,2,2,1052,100339,1981,34100500,-117871000,24245,3101,96475,0,1,1,2,4,,165864
12912957,2,2,2,981,82192,1988,34101200,-117872000,24245,3101,96475,0,1,1,2,4,,204921
12913101,2,3,2,1610,7474,1955,34101801,-117879786,24245,3101,96473,0,1,1,2,7,1,294992
12913316,1,3,1,952,7922,1953,34099838,-117872925,24245,3101,96473,0,1,,7,7,,114709
12913791,2,3,2,1713,6880,1956,34100111,-117885684,24245,3101,96473,0,1,,2,7,,276556
12913983,2,3,2,1384,6586,1956,34104978,-117893887,24245,3101,96473,0,1,,2,7,,245117
12914106,2,4,2,1175,6224,1955,34104002,-117890968,24245,3101,96473,0,1,,2,7,,307381
12914282,2,3,2,1168,7365,1954,34099751,-117893505,24245,3101,96473,0,1,,2,7,,295353
12914382,3,4,3,2133,6610,1956,34104220,-117894418,24245,3101,96473,0,1,1,2,4,,144952
12914971,2,1,2,827,,1983,34102200,-117906000,24245,3101,96473,0,1,1,2,7,,154569
12915126,2,4,2,1100,14152,1954,34103093,-117910956,24245,3101,96473,0,1,,2,7,,199176
12915386,1,3,1,1365,5727,1955,34105621,-117924183,24245,3101,96473,0,1,,7,7,,62378
12915486,1,3,1,1040,5500,1955,34103775,-117922040,24245,3101,96473,0,1,,7,7,,55844
12915716,2,3,2,1246,5971,1954,34105299,-117916239,24245,3101,96473,0,1,,7,7,,56657
12915808,1,3,1,1160,6100,1955,34100466,-117919488,24245,3101,96473,0,1,,7,7,,66120
12916138,2,3,2,1032,5060,1956,34103561,-117944539,10241,3101,96465,0,1,,2,7,,203577
12916405,2,4,2,1384,6703,1952,34100305,-117945053,10241,3101,96465,0,1,1,2,7,,91373
12916520,2,4,2,1178,5617,1953,34100824,-117942830,25271,3101,96465,0,1,,7,7,,273223
12916716,1,3,1,1232,6981,1954,34104821,-117957650,10241,3101,96465,0,1,,7,7,,282488
12916906,1,1,1,597,6523,1947,34102049,-117957124,10241,3101,96465,0,1,,7,7,,82440
12916954,2,3,2,1113,11013,1971,34101101,-117958238,10241,3101,96465,0,1,,2,7,,142764
12916984,1,2,1,818,4784,1951,34100617,-117957220,10241,3101,96465,0,1,,7,7,,244873
12917375,2,2,2,992,16538,1926,34098227,-117957750,10241,3101,96465,0,1,1,2,7,,198828
12917459,1,2,1,854,6944,1953,34094219,-117958226,10241,3101,96465,0,1,,7,7,,213084
12917528,2,3,2,1164,7598,1952,34092999,-117955358,10241,3101,96465,0,1,,7,7,,138444
12917597,4,7,4,4051,20401,1951,34094694,-117953170,25271,3101,96465,0,2,,,7,,292900
12917620,2,5,2,1948,15180,1911,34094111,-117953174,25271,3101,96465,0,1,1,2,7,,285329
12917841,1,3,1,1205,5980,1953,34097779,-117925221,24245,3101,96473,0,1,,7,7,,124046
12917933,1,3,1,1386,6195,1953,34097327,-117926353,24245,3101,96473,0,1,,7,7,,62576
12918033,1,3,1,953,7613,1954,34093713,-117924904,24245,3101,96473,0,1,,7,7,,289984
12918133,2,3,2,1631,6883,1954,34093292,-117927667,24245,3101,96473,0,1,,7,7,,165244
12918279,1,3,1,1000,7501,1954,34095714,-117929535,24245,3101,96473,0,1,,2,7,,367192
12918348,1,3,1,1004,8193,1950,34093607,-117932904,24245,3101,96473,0,1,,7,7,,170042
12918788,2,3,2,1540,6499,1954,34096214,-117917880,24245,3101,96473,0,1,,7,7,1,334431
12918911,1,3,1,968,5726,1953,34098464,-117920738,24245,3101,96473,0,1,,7,7,,80807
12919072,2,4,2,1380,6630,1977,34097901,-117922486,24245,3101,96473,0,1,,2,4,,95103
12919172,3,4,3,2005,6618,1954,34095477,-117920519,24245,3101,96473,0,1,,7,7,,271778
12919295,2,3,2,1170,6094,1956,34093412,-117919807,24245,3101,96473,0,1,1,2,7,,366809
12919533,3,3,3,1848,12398,1961,34096885,-117913292,24245,3101,96473,0,1,,2,7,,80866
12919840,2,3,2,1410,6012,1961,34097488,-117910832,24245,3101,96473,0,1,1,2,7,1,83899
12919855,2,4,2,1460,8071,1968,34098816,-117911596,24245,3101,96473,0,1,,2,7,,241965
12920016,3,5,3,2450,7035,1954,34097147,-117902754,24245,3101,96473,0,1,,7,7,,107481
12920262,1,3,1,932,6344,1953,34097313,-117891988,24245,3101,96473,0,1,,7,7,,137496
12920308,2,3,2,1416,7379,1954,34097666,-117890742,24245,3101,96473,0,1,1,2,7,,259912
12920536,2,3,2,1450,4422,1986,34098504,-117885079,24245,3101,96473,0,1,1,2,4,,209373
12920697,2,3,2,1478,8056,1954,34095975,-117882812,24245,3101,96474,0,1,,2,7,,417522
12920820,2,3,2,1474,8265,1955,34096691,-117875906,24245,3101,96473,0,1,,2,4,,267266
12920866,2,3,2,1458,7427,1954,34096305,-117875123,24245,3101,96473,0,1,,2,4,1,260032
12921089,2,4,2,1828,9262,1956,34083478,-117861526,24245,3101,96475,0,1,1,2,4,,84660
12921212,3,4,3,1933,8518,1957,34084821,-117857503,24245,3101,96475,0,1,,2,4,,296089
12921304,1,2,1,960,9074,1948,34089162,-117852264,24245,3101,96475,0,1,,7,7,,163849
12922016,2,2,2,1123,7534,1949,34095123,-117858820,24245,3101,96475,0,1,1,2,7,,47962
12922185,2,3,2,1922,7688,1961,34093226,-117857482,24245,3101,96475,0,1,,2,7,,183666
12922208,3,4,3,1618,7872,1961,34092142,-117860057,24245,3101,96475,0,1,,2,7,,258911
12922331,3,4,3,2412,7769,1957,34091290,-117858810,24245,3101,96475,0,1,1,2,4,,251481
12923000,2,3,2,1311,7139,1955,34090298,-117870905,24245,3101,96475,0,1,,2,7,,62783
12923100,2,3,2,1474,7641,1958,34089056,-117867986,24245,3101,96475,0,1,,2,4,1,72165
12923426,3,4,3,1483,7039,1953,34095527,-117873377,24245,3101,96473,0,1,,2,4,,68698
12923669,2,2,2,1086,34698,1986,34090400,-117875000,24245,3101,96474,0,1,1,2,4,,162975
12923753,2,4,2,1334,7068,1955,34093988,-117876414,24245,3101,96473,0,1,,2,7,,365784
12924165,2,4,2,1470,7959,1955,34093784,-117883625,24245,3101,96474,0,1,,2,7,1,315893
12924627,2,3,2,1432,8090,1954,34094065,-117892812,24245,3101,96474,0,1,,2,7,,95104
12924727,2,2,2,1494,8450,1950,34093079,-117895648,24245,3101,96474,0,1,,7,7,1,307163
12924984,0,0,,1173,4763,1924,34090328,-117893959,24245,3101,96474,0,,,,7,,341000
12925007,1,3,1,1390,11044,1923,34090889,-117895578,24245,3101,96474,0,1,,7,7,,43205
12925122,3,5,3,2546,8091,1929,34088603,-117896135,24245,3101,96474,0,1,,2,4,,136156
12925190,1,1,1,830,3810,1923,34088613,-117891018,24245,3101,96474,0,1,,,7,,250000
12925311,2,3,2,1339,6126,1953,34092886,-117899847,24245,3101,96473,0,1,,7,7,,353488
12925380,2,3,2,1714,9674,1953,34094318,-117902689,24245,3101,96473,0,1,,2,7,,186695
12925503,3,3,3,2268,13807,1952,34094573,-117906000,24245,3101,96473,0,1,1,2,4,1,351820
12925901,2,2,2,1884,8954,1955,34090373,-117902446,24245,3101,96473,0,1,1,2,4,,277569
12926015,2,3,2,1359,5999,1957,34090508,-117913172,24245,3101,96473,0,1,1,2,7,,210699
12926305,1,2,1,908,12361,1961,34087283,-117914396,24245,3101,96473,0,1,,7,7,,117773
12926419,3,3,3,1986,2879,1989,34091300,-117910000,24245,3101,96473,0,1,1,2,4,,241203
12926665,2,3,2,1214,6211,1958,34091058,-117931847,24245,3101,96473,0,1,,2,7,,343060
12926703,1,2,1,860,8869,1952,34090922,-117933633,24245,3101,96473,0,1,,7,7,,314000
12926899,1,3,1,992,4956,1951,34087477,-117938986,24245,3101,96473,0,1,,7,7,1,284601
12927091,2,3,2,1672,6964,1953,34088304,-117931716,24245,3101,96473,0,1,1,2,7,1,242753
12927114,1,3,1,1240,6894,1953,34087766,-117930833,24245,3101,96473,0,1,,7,7,,59109
12927214,2,3,2,1620,6318,1954,34089153,-117927973,24245,3101,96473,0,1,,7,7,,203475
12927298,1,2,1,1077,6366,1947,34091309,-117958815,10241,3101,96465,0,1,,7,7,,198898
12927389,4,6,4,2359,7533,1958,34088824,-117956474,10241,3101,96465,0,3,,,7,,596397
12927676,2,5,2,1719,5772,1966,34088665,-117945109,14542,3101,96465,0,1,,2,7,,57630
12928019,2,4,2,1077,5537,1954,34084801,-117949152,10241,3101,96465,0,1,,7,7,,39952
12928556,1,2,1,1963,17105,1949,34078069,-117956435,10241,3101,96465,0,1,,7,7,,248825
12928671,2,3,2,1489,6725,1989,34078560,-117953069,10241,3101,96465,0,1,1,2,4,,236606
12928993,2,4,2,1574,6846,1955,34086049,-117928330,24245,3101,96473,0,1,,7,7,,266464
12929116,2,3,2,1847,7157,1955,34084259,-117932597,14542,3101,96523,0,1,,7,7,1,294627
12929439,2,3,2,1800,6831,1962,34082471,-117925323,14542,3101,96523,0,1,,2,4,,375014
12929585,3,3,3,1442,7380,1955,34085698,-117920576,14542,3101,96523,0,1,,2,4,,327574
12929685,2,3,2,1202,7117,1955,34083864,-117921190,14542,3101,96523,0,1,,2,7,,346450
12929785,2,4,2,1450,7994,1953,34081751,-117922918,14542,3101,96523,0,1,,7,7,,245595
12929885,2,3,2,1316,8054,1954,34082562,-117920063,14542,3101,96523,0,1,,2,7,,312618
12930146,2,3,2,1492,9188,1957,34083581,-117911147,14542,3101,96524,0,1,,2,4,,373099
12930430,2,4,2,1660,9211,1957,34083929,-117908230,14542,3101,96524,0,1,,2,4,,415000
12930767,2,3,2,1512,9809,1958,34082439,-117902568,24245,3101,96524,0,1,,2,7,1,429607
12931132,2,3,2,1488,7925,1956,34080731,-117897775,24245,3101,96474,0,1,,2,4,,73183
12931347,3,3,3,1586,1403,1995,34084329,-117894317,24245,3101,96474,0,1,1,2,4,,374200
12931423,2,4,2,1657,6280,1954,34086938,-117882426,24245,3101,96474,0,1,1,2,7,,348824
12931620,2,4,2,1725,10862,1955,34084073,-117881065,24245,3101,96474,0,1,,2,7,1,361514
12931666,2,3,2,1150,8110,1955,34083658,-117883001,24245,3101,96474,0,1,,2,7,,192637
12931727,1,2,1,1012,9322,1928,34082946,-117885871,24245,3101,96474,0,1,,7,7,,163822
12931894,2,4,2,2042,7126,1958,34080894,-117882788,24245,3101,96474,0,2,,,7,,223566
12932237,2,3,2,1477,7853,1955,34080596,-117877622,24245,3101,96474,0,1,,2,7,1,269549
12932483,2,2,2,1410,8376,1956,34079850,-117874775,24245,3101,96474,0,1,1,2,4,1,139424
